tag,school_id,practices_a_la_carte,practices_accommodations,practices_adult_wellness,practices_advancement_mastery,practices_advisories,practices_all_courses_designed_for_inclusion,practices_anti_racist,practices_assessments_agency,practices_assessments_bilingual,practices_assessments_career,practices_assessments_deeper,practices_assessments_sel,practices_blended_learning,practices_career_prep,practices_co_leaders,practices_community_leaders,practices_community_partnerships,practices_community_supports,practices_competency_education,practices_competency_framework,practices_culturally_responsive,practices_design_marginalized,practices_design_thinking,practices_disaggregated_participation_data,practices_dual_language,practices_early_college,practices_elimination_tracking,practices_enriched_virtual,practices_expanded_open_hours,practices_extended_learning,practices_families_leaders,practices_flex,practices_flexible_facilities,practices_flexible_staffing,practices_flipped_classroom,practices_grading_mastery,practices_heritage_language,practices_hiring_equity,practices_industry_credentials,practices_industry_leaders,practices_interdisciplinary,practices_interoperability,practices_learning_paths,practices_makerspace,practices_mental_health,practices_mentoring,practices_mtss_academics,practices_multi_age,practices_opportunities_mastery,practices_other_leaders,practices_pbl,practices_peer_to_peer,practices_performance_assessment,practices_physical_well_being,practices_place_based,practices_reallocation_resources,practices_restorative,practices_sel_curriculum,practices_sel_integrated,practices_service_learning,practices_social_justice,practices_station_rotation,practices_student_conferences,practices_student_data,practices_student_goals,practices_student_pace,practices_student_projects,practices_students_leaders,practices_teachers_leaders,practices_translanguaging,practices_trauma_informed,practices_tutoring,practices_udl,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_station_rotation,-0.058968557,0.083932327,0.01304277,0.108967806,0.082441974,0.008327986,0.004469113,-0.025065201,0.063570722,-0.018558784,-0.025884051,0.108214998,0.063592331,0.393124987,-0.072464022,-0.067541931,-0.066040533,-0.018900625,0.035986483,0.015917637,-0.005406233,0.054970972,0.067138853,0.020944173,0.032837272,-0.049175038,-0.089561899,-0.030002305,0.023309106,0.062256078,-0.007476095,-0.012774978,0.266218257,-0.013001856,8.38E-05,0.236542562,0.055776708,-0.043309532,0.104134268,-0.112714056,-0.102354926,-0.131217936,0.173636778,0.024850976,0.070157405,-0.090126045,0.114069044,0.052924605,-0.107282179,-0.003501215,0.007699826,-0.073735937,0.055981234,-0.018711201,0.030450598,-0.092583291,-0.001664845,0.12493663,0.024850976,0.039200813,0.033021192,0.000497698,1,0.104959522,0.063167625,0.151026049,0.099928816,0.028404908,0.026623391,-0.053439009,-0.015956569,-0.03622725,0.076860975,0.07909648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_student_conferences,-0.130931036,0.066361377,0.123366664,0.088120069,0.089289504,0.220400681,0.245265386,0.098395461,0.175202507,-0.019525007,0.099112076,0.125587758,0.191878198,0.178544671,0.073732738,0.130682682,0.13132529,0.101806926,0.007034872,0.15469008,0.166189918,0.131009745,0.104598745,0.192724601,0.080005672,-0.019590536,-0.014896724,0.18991289,0.009363027,-0.012882842,0.130008881,0.194729962,0.05828902,0.138565517,0.049306127,-0.00647851,0.178544671,-0.021228502,0.147149225,-0.065498498,0.037322368,0.22301251,0.06589385,0.186387319,0.118980239,0.047819484,0.108568554,-0.052787156,0.02913675,0.155054526,0.025678423,0.178419754,0.218593146,0.125048474,0.098409154,0.237933175,0.1584721,0.253252764,0.138040901,0.148225397,0.179399254,0.181083717,0.104959522,1,0.178389182,0.439586862,0.002483769,0.222252595,0.219195138,0.194249384,0.009363027,0.097617164,0.032937302,0.098395461,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_student_data,-0.196632561,0.016642386,0.275580263,-0.027101,0.208131227,0.265633426,0.204774707,0.048729166,0.165667864,0.014231641,0.324340075,0.218325003,0.136273773,0.148672983,0.243582924,0.121705941,0.028686359,0.168476366,0.0288125,0.168199312,0.222457701,0.156163093,0.163806186,0.143135979,0.19335964,-0.046784974,0.084229486,0.099525583,0.09221128,0.128272028,0.181421485,-0.031968228,0.068587173,0.166243627,0.101821731,0.11343364,0.24691849,0.037854925,0.121705941,0.132083842,0.050701139,0.158735578,0.264447281,0.160049508,0.087283656,0.157900379,0.188561322,0.096558696,0.078101081,0.307566611,-0.109015651,0.069403721,0.175960342,0.30633373,0.221331685,0.099525583,0.296922494,0.142013592,0.094808052,0.175840111,0.238578198,0.055143141,0.063167625,0.178389182,1,0.344206983,0.226693755,0.04311636,0.137997077,0.094878474,0.031223055,0.1958288,0.214169988,0.178157958,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_student_goals,-0.176037354,0.144726202,0.177650062,0.003901256,0.183633121,0.352419376,0.20403615,0.081324765,0.261046134,-0.067667174,0.189183192,0.319599475,0.257916284,0.255680941,0.173911866,0.21800219,0.057172258,0.129081048,0.05214579,0.322003967,0.268965729,0.20477852,0.189899123,0.178485159,0.101914261,-0.076138138,0.067939881,0.308143212,0.086175425,0.168750763,0.171149966,0.179423487,0.103955063,0.147182106,0.209318688,0.099404226,0.272587136,0.0009243,0.149173826,0.009756777,-0.02934531,0.286239423,0.117153024,0.337811033,0.073360927,0.042155521,0.275922878,0.008878917,0.230946018,0.231491173,-0.013535359,0.184547211,0.16826343,0.268774778,0.115213174,0.324869844,0.212989347,0.252454314,0.085207549,0.208213593,0.288533833,0.191755046,0.151026049,0.439586862,0.344206983,1,0.315183377,0.220583779,0.265350993,0.210382379,0.0232059,0.149768321,0.103525186,0.098028951,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_student_pace,-0.193542592,0.169095727,0.281981197,-0.056279409,0.271767193,0.117687517,0.118197438,-0.025798212,0.205470445,-0.065377416,0.203340725,0.215120393,0.180752504,0.32340452,0.139060761,0.190826242,0.042112537,0.082236763,0.016876177,0.282002083,0.260575227,0.016300762,0.11749423,0.080699625,-0.026762686,-0.089216022,0.126529801,0.091246326,0.204853262,0.126171068,0.209851014,0.029252626,0.280057038,0.150509257,0.242872354,0.165536229,0.128741368,-0.099965176,0.09176236,0.11086435,0.12852573,0.231662444,0.132064211,0.380532668,0.044703732,-0.018092122,0.231294241,-0.096733786,0.376794251,0.223738011,0.074963087,0.147564833,0.177190629,0.197706801,0.119425332,0.2677923,0.076534212,0.03779373,0.008884031,0.072239936,0.172111499,0.017167659,0.099928816,0.002483769,0.226693755,0.315183377,1,0.165298158,0.161934267,0.165547819,-0.127461577,0.046540961,0.06385365,0.134482759,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_student_projects,-0.232777477,0.150125535,0.182123954,0.034738862,0.094936258,0.031191116,0.136993584,0.065562971,0.248039549,-0.037067614,0.201302653,0.145271818,0.121695556,0.173195453,0.242139871,0.204111347,0.08663422,0.286170979,-0.029466365,0.188353065,0.216018796,0.117727956,0.121387247,0.225341474,-0.099862343,-0.01916728,0.010877828,0.171952748,0.059166634,0.069588938,0.190019005,0.065286339,0.133569012,0.235425121,0.093452204,0.132489899,0.190019005,0.071348813,0.135619438,0.203452728,0.119445031,0.359173337,0.045839074,0.288356258,0.189390841,-0.022900976,0.157711543,-0.090442273,0.278638325,0.161475194,0.107517251,0.381239975,0.134864596,0.202693005,0.110927573,0.238532215,0.110125382,0.203889959,-0.030044065,0.159561099,0.220757471,0.139853545,0.028404908,0.222252595,0.04311636,0.220583779,0.165298158,1,0.206759164,0.160944589,-0.066156785,0.202815621,-0.079157829,0.082185503,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_students_leaders,-0.101264599,0.089623011,0.149168707,0.087802073,0.163280618,0.240196957,0.128515395,0.061450952,0.131307603,0.000656833,0.229233742,0.199092068,0.285732753,0.194280578,0.273150406,0.568540798,0.262572098,0.147302445,0.062336645,0.200043782,0.191027696,0.136487101,0.196472025,0.200092394,0.064323005,0.003336465,0.164460734,0.252080329,0.04225551,0.147517492,0.245129822,0.39726459,0.132250745,0.120166794,0.222519444,0.158596766,0.109531838,0.101008288,0.068249639,0.217040763,0.247230535,0.178082781,0.22795825,0.194397005,0.142568321,0.168625215,0.18266881,0.07303674,0.161092265,0.167189874,0.014760599,0.122025651,0.140736091,0.19232307,0.113668913,0.18500144,0.146686113,0.190592217,-0.008206379,0.167516357,0.236717588,0.167042608,0.026623391,0.219195138,0.137997077,0.265350993,0.161934267,0.206759164,1,0.619945236,0.073821382,0.216934478,0.041732846,0.061450952,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_teachers_leaders,-0.182970457,0.163426611,0.226758938,0.108509287,0.144777539,0.278443091,0.218134174,0.117398917,0.119042415,0.018164812,0.191019276,0.13929719,0.226261167,0.126131567,0.201700012,0.84824627,0.338129107,0.164120681,0.095452117,0.164314567,0.246443748,0.21013593,0.314237267,0.196727612,0.08196431,-0.071023011,0.081364417,0.205339992,0.079544551,0.133542089,0.207350201,0.393527353,0.050429975,0.114113874,0.224481179,0.133344115,0.223593928,0.05480733,0.170400148,0.118555176,0.30478335,0.227109011,0.162105156,0.200675002,0.100083841,0.182817538,0.152212179,0.015852877,0.1538073,0.25186044,0.130049771,0.215504384,0.112798985,0.174358546,0.139582119,0.221411192,0.19104751,0.226924269,-0.042030229,0.154862321,0.172406525,0.242842982,-0.053439009,0.194249384,0.094878474,0.210382379,0.165547819,0.160944589,0.619945236,1,0.079544551,0.206470372,-0.020061973,0.133448551,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_translanguaging,0.133331152,0.033851158,-0.076413533,0.215318525,-0.111968016,0.134325813,0.106666071,0.114221942,-0.037345854,0.348350813,0.053711465,-0.136240397,-0.05497469,-0.065049674,0.098789763,0.034715505,-0.004220374,0.038885859,0.094805542,-0.015593498,-0.047039755,0.16566248,0.054449997,-0.09221128,0.092415482,0.258803065,0.037287329,-0.049293517,-0.024954628,0.013160631,-0.034473891,0.073368429,-0.078853053,0.041530091,0.000728943,-0.041832567,-0.034473891,0.402389577,0.128075416,-0.048293405,-0.031158756,-0.071248386,0.027529686,-0.118792429,0.010689638,0.094522757,0.087935455,0.016184451,-0.02813379,0.005947763,-0.040799069,-0.080085411,0.034946834,-0.033078165,-0.012915456,0.041459584,0.137012016,0.176206392,0.063946486,0.066025712,0.016202152,0.125102854,-0.015956569,0.009363027,0.031223055,0.0232059,-0.127461577,-0.066156785,0.073821382,0.079544551,1,0.02211386,0.057253459,0.053801062,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_trauma_informed,-0.179125502,0.054791439,0.232587197,0.142558985,0.149598184,0.043006644,0.152702474,0.192969973,0.03056494,0.115224838,0.150417344,0.082833168,0.31502654,0.028603418,0.109732045,0.248057204,0.124222219,0.152702474,0.255422365,0.112346816,0.129135127,0.194535152,0.220954062,0.017665812,0.172053973,0.014733497,-0.00721035,0.086781165,-0.039218504,0.054646036,0.078003358,0.09019033,-0.012622728,0.109640396,0.146560813,-0.006813652,0.20973653,-0.035239112,0.248057204,-0.013290061,0.107137727,0.1667245,0.190100932,0.123312058,-0.055063294,0.355849079,0.207287454,0.205987545,0.064232027,0.130392837,0.001850309,0.045860924,0.127088125,0.068056227,0.279749364,0.054197661,0.236836994,0.326310049,0.156116855,0.344148022,0.175160345,0.171480757,-0.03622725,0.097617164,0.1958288,0.149768321,0.046540961,0.202815621,0.216934478,0.206470372,0.02211386,1,0.127403297,0.111620522,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_tutoring,-0.007605105,0.01072733,0.08416165,-0.024495418,0.145937501,0.079870372,0.01500773,-0.033477926,0.019027038,0.098797614,0.146062152,0.019214866,0.044861344,0.146258503,0.176821938,-0.01584484,0.065370883,0.105996624,0.141779545,0.032767376,0.029597982,-0.020585207,0.021607195,-0.001304721,0.165412732,0.119087465,0.038632989,0.020061973,0.118405025,0.153632009,0.244767138,-0.000789504,0.152194872,0.013433045,0.066801726,0.025968954,0.080586081,0.097968314,0.017575789,0.068534141,0.044218017,-0.065536764,0.062225643,0.027235027,-0.07691539,0.116758195,0.238348726,0.125536604,-0.082764837,-0.015423412,-0.053731384,-0.103143162,0.078736475,0.039478365,0.092930871,-0.077400387,0.169309538,0.098008602,-0.021827115,0.001250433,0.158404043,-0.024674178,0.076860975,0.032937302,0.214169988,0.103525186,0.06385365,-0.079157829,0.041732846,-0.020061973,0.057253459,0.127403297,1,-0.082143714,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
practices_udl,0.025701709,0.1198293,0.265189434,0.154316591,0.141402042,0.183330998,0.154158113,0.198595147,0.205470445,-0.020295736,0.038912497,0.059165012,0.078838138,0.015187862,0.02620637,0.09176236,0.063728583,0.100217101,0.016876177,0.134845071,0.148141368,0.090021323,0.229912471,0.113056823,0.127071685,-0.064928363,-0.00677127,0.155444862,0.053801062,0.038542573,-0.065921785,0.087991899,0.079407229,0.101276646,0.016371969,0.138361871,0.096297509,-0.036362491,0.157804948,0.004856914,0.037331502,0.214958257,0.189646347,0.105835849,-0.005537925,0.120040888,0.135309361,0.273698922,0.120622639,0.223738011,0.074963087,0.087985037,0.033259082,0.197706801,0.004763961,0.18754413,0.189061919,0.163083509,0.154311758,0.108723285,-0.003693107,0.193375487,0.07909648,0.098395461,0.178157958,0.098028951,0.134482759,0.082185503,0.061450952,0.133448551,0.053801062,0.111620522,-0.082143714,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
