school_id,school_name,school_city,school_state,school_district,nominator,nominator_reason,website
183,Shawnee High School,Shawnee,Oklahoma,Shawnee Public Schools,Oklahoma State Department of Education,"Shawnee Public Schools has found an innovative way to help students and staff take care of their healthcare needs. Prior to the start of this innovation, Shawnee Public Schools staff members, students, and their families faced many challenges when trying to take care of health issues during the school day, including lost wages for parents and loss of instructional time for students. Staff and students who became sick while at school often could not be seen by a healthcare provider immediately, if at all. Beginning in 2018, Shawnee Public Schools partnered with the Team Clinics program to overcome these obstacles. With this partnership, Shawnee students and staff with health issues may go to the nurse's office and have a virtual doctor visit. In these virtual visits, the nurse connects online with a provider and, with special computer-connected equipment, the provider can check ears, noses, throats, lung sounds, and heartbeats. Often times, the patient receives a diagnosis and is treated within an hour or less. If the patient requires medication, the provider calls it into the pharmacy of the parent's choice.  Since the Team Clinic program began in September 2018, more than 110 students and staff have visited the virtual clinics. In that time, only one student and five teachers have been sent home due to illness. More than 90% of the virtual clinic visits have been for non-emergency cases, such as rashes, ear infections, and allergies, that do not require the student to miss class.",http://www.shawnee.k12.ok.us/
184,Siloam Springs High School Conversion Charter,Siloam Springs,Arkansas,Siloam Springs School District,Team Digital,"This school has implemented a station rotation blended model at a high school level. They began with a pilot group and are scaling to include more teachers and more grade levels. The school is implementing at a manageable pace through professional learning which, in turn, as teachers are trained begin the transition to blended learning.",http://#www.siloamschools.com#
185,Silverton School,Silverton,Colorado,Silverton School District,Anonymous,"Project-based, K12, rural, expeditionary, student agency. Educator efficacy. Education nirvana.",http://www.silvertonschool.org
186,Sinai Elementary School,Halifax,Virginia,Halifax County Public Schools,228 Accelerator,"This is a southern rural district that is working to create an equitable learning environment for all students. Portions of the learner experience are blended and the principal is beginning to lead her staff and the district around conversations about race, equity, and inclusion in service of the learner experience. Black students are the most marginalized and have grown during her principalship but more support is needed to make sure that students reach their full potential. ",
189,Social Justice Humanitas Academy,,,Los Angeles Unified School District,Education Evolving,,
189,Social Justice Humanitas Academy,,,Los Angeles Unified School District,Center for Teaching Quality (CTQ),,
190,Social Justice School,Washington,District of Columbia,N/A,Anonymous,"SJS is petitioning for a charter this year and will be approved in May 2019 (fingers crossed!). SJS is integrating liberatory design, critical conversations on race, and an intentionally diverse school population to shape the next generation of student-activists. ",
191,Solar Preparatory School for Girls,Dallas,Texas,Dallas Independent School District,Anonymous,Single-gender environment; emphasis on SEL; STEAM-centered; blended learning; hands-on approach to learning (e.g. makerspace); diverse-by-design; innovative district context,
191,Solar Preparatory School for Girls,Dallas,Texas,Dallas Independent School District,Anonymous,"Empowers girls to thrive academically, socially, emotionally, and physically; leverages its strong partnership with the district; integrates performance-based STEAM learning and elevates SEL as a core component of its design. Keen focus on serving a diverse set of students with a limited capacity to replicate within a district context. Single-sex STEAM program with intentions to serve a significant number of students (1,200 at full enrollment). Strong leadership team with an explicit commitment to incorporating topics of diversity into the school culture. Support provided from the school district enables Solar to operate autonomously and manage their budget accordingly. Purposeful outreach has led to full enrollment with racial and economic diversity including a waitlist at every grade level. Thoughtful planning of the model and its progression; they mapped backwards from aspirational 8th grade outcomes. They have an expanded definition of student success, called the Solar Six, that is integrated into all aspects of their model. Extracurriculars include Destination Imagination, Chess, Robotics, Girls on the Run Track, Texas Math and Science Academic Competition, Girl Scouts.",
192,South Rowan High School,China Grove,North Carolina,Rowan Salisbury School Districtr,The Friday Institute,,http://srhs.rss.k12.nc.us
192,South Rowan High School,China Grove,North Carolina,Rowan Salisbury School Districtr,digiLEARN,,http://srhs.rss.k12.nc.us
193,Souhegan Coop High School,Amherst,New Hampshire,Souhegan Cooperative School District,Anonymous,Project-based learning; student goal setting; student exhibitions; competency-based education,http://www.sau39.org/shs?
193,Souhegan Coop High School,Amherst,New Hampshire,Souhegan Cooperative School District,New Hampshire Learning Initiative,"Souhegan High School is the most student-centered high school I have had the pleasure of working with. The level of agency within that school is significant, with students taking active roles in virtually every aspect of learning. Souhegan is also directly involved in PACE (NH's Performance Assessment of Competency Education) and is a leader in the student exhibition work in the state, as well. I've been impressed by their collaborative leadership model that is utilized. Again, this includes students, but is also inclusive of teachers, administrators, community members, and local business leaders. I am excited to nominate Souhegan High School because I have learned a lot from my interactions with them and believe many others can as well (they are very open to sharing whatever they can!).",http://www.sau39.org/shs?
193,Souhegan Coop High School,Amherst,New Hampshire,Souhegan Cooperative School District,CSSR (Center for Secondary School Redesign),"Souhegan High School in Amherst, NH, strongly supports student agency. The Souhegan Community Council was founded in 1992 during their first year of service. It is the governing body of the school. Its task is to create and modify school procedures as a representative body of forty-seven members. The council is purposefully diverse and purposefully student-led: twenty members are students elected by their grade, ten members are faculty, five members are from the Amherst and Mount Vernon communities, and ten representatives are elected in the fall as ""at-large"" members. The council representatives discuss and vote on various proposals concerning student life, school initiatives, disciplinary procedure, grading procedure, and other matters of importance to the school community. Additionally, Souhegan is national leader of authentic assessment of student learning. It is a founding high school in the Performance Assessment of Competency Education (PACE) assessment program created by the State of New Hampshire.",http://www.sau39.org/shs?
194,St. Alphonsus Catholic School,Brooklyn Center,Minnesota,Archdiocese of St. Paul and Minneapolis,Alliance for Catholic Education,"Perhaps the most exciting part of the model at St. Alphonsus is that there is no single model. Three outstanding teachers were chosen to participate in a blended learning professional development program, and each teacher has designed a slightly unique model of blended learning to meet their students' needs. The teachers are situated within a traditional school but have found many ways to innovate. These three teacher-leaders are also preparing the rest of their colleagues to implement blended learning in their own classes in the fall. ",
195,Statesmen College Preparatory Academy for Boys PCS,Washington,District of Columbia,none provided,Anonymous,"100% focused on African American boys. Started and led by African American men. Strong focus on identity, pride, self-esteem, value, contribution. Rigor plus social emotional.",
196,Stilwell High School,Stilwell,Oklahoma,Stilwell Public Schools,Oklahoma State Department of Education,"The school is providing applicable college/career readiness through concurrent enrollment and internships. The school has imbedded time during the day to work on Individual Career Academic Plans, a new statewide program that allows student-led career planning by ninth grade. The students who have interned return to school and express their excitement about particular professions or sometimes just the opposite. Stilwell is promoting exploration to expedite a career or save the student/parents wasted expense in the future. The businesses that have partnered with the school have been very pleased with the program, and the school has doubled participation from businesses within one year.",http://www.stilwellk12.org
197,STRIVE Prep - RISE,Denver,Colorado,STRIVE Preparatory Schools,Educurious,RISE is a high school focused on identity and social justice. Every nine weeks they have an intersession where students engage in social justice work in the community.,
198,Stuttgart Junior High School,Stuttgart,Arkansas,Stuttgart School District,Team Digital,Stuttgart Junior High leadership has attended professional learning focused on student-centered learning models. They have visited schools to observe blended models in action. The leadership coordinated blended learning professional learning sessions to allow teachers to experience a station rotation model. The school is implementing a flexible schedule for students at least one day per week. The school has implemented Schoology as a learning platform for teachers to use to track student progress.,http://stuttgartschools.org#stuttgartschools.org/#
200,Taft Primary School,Kankakee,Illinois,none provided,Illinois State Board of Education,"Defined STEM helps students in Kankakee School District 111 make connections between their interests, the skills and activities they do in school, and possible careers. Every year at Taft Elementary School begins with an introductory poll of all kindergarten and first-grade students, asking one question: What do you want to be when you grow up? Taft's Principal Terrence Lee told the Illinois State Board of Education: ""Let's say a kid says they want to be Batman, and typically we'd say, 'No that's not a career.' But if you think about it, Batman's a millionaire, an entrepreneur, a businessman, and he saves people. We can tap into some of those things to say, 'How did Bruce Wayne become Batman?' Later on, we can lead this child into a career strand in human services or business management."" Defined STEM includes quarterly inquiry-based science, technology, engineering, and math projects. Students follow the Goal, Role, Audience, Situation, and Product (GRASP) model, which offers a rubric for assessment and self-assessment of learning proficiency for each project. These projects are guided by the career focus, which branches out into specific career strands for each grade to explore. Project-based learning is supplemented by visits from professionals working in those particular fields, as well as field trips and real-world learning opportunities. Students begin using a program called Naviance in the sixth grade. Naviance is a learner-centered, personalized college and career readiness tool that helps students explore the career paths that best suit their working styles and passions. Defined STEM and Naviance ensure students are prepared to maximize the competency-based education structure at Kankakee High School and seek learning opportunities at school or in the community that fit their personalized self-directed paths. Kankakee School District 111 is part of Illinois' competency-based education pilot program. ",
201,Taos Academy Charter School,Taos,New Mexico,none provided,Evergreen Education Group,"Use of individual learning plans, community collaborations, arts and other labs, well-rounded approach for the students they are serving",http://taosacademyonline.org/
203,The Creative School,Washington,District of Columbia,None,228 Accelerator,"The mission of The Creative School (formerly The Boys Institute) is develop young men characterized by hope, self-discipline, integrity and love; in the pursuit of justice and equity for their community, greater DC, and eventually the world. It is a school within a school that is centering entrepreneurship and creating a relevant maker space to enable the holistic development of black boys.",http://www.dcps.dc.gov
203,The Creative School,Washington,District of Columbia,None,EdSurge,"The Creative School (formerly The Boys Institute) at Stanton Elementary School, is an initiative designed to promote wellness and creativity, and to flip the narrative around young boys of color. In 2016, D.C. Public Schools awarded nearly $1.7 million dollars in innovation grants to 16 schools across the city as part of the Empowering Males of Color initiative, an effort to elevate the student experience for young men and boys of color. Stanton Elementary School received the sixth largest award to develop and launch The Boys Institute (TBI), an in-school and after-school program designed to guide young boys of color in building a strong sense of identity and self-pride, to grow a village of supportive adults in their lives and to provide opportunities and spaces for creative expression. (See more here: https://www.edsurge.com/news/2018-08-24-elementary-school-wellness-program-helps-young-males-of-color-cultivate-their-identities)",http://www.dcps.dc.gov
204,The Metropolitan Regional Career and Technical Center,Providence,Rhode Island,Rhode Island State Public School,Education Reimagined,"The Met is one the country's longest-running learner-centered (by our definition) schools. Over 25 years it has developed a program that serves a full range of learners, creates an amazing level of learner engagement, a sense of belonging and community. The program's pedagogy and approach to assessment make it a place where all learners can thrive and demonstrate their learning and while The MET plays the public school system game around standardized tests, it has not allowed performance on these external metrics to damage it programmatic commitment to serving all learners in the ways they need. The 6 schools on this campus take advantage of the economies of scale that come from having multiple small schools that can share and work collectively around PD, hiring, developing cross-site agreement on standards of work, etc. It would be a wonderful example to other small schools about how to leverage the power of networks to enable small schools to thrive outside of formal charter management organizational structures. Among schools I have visited they have pushed the concept of individualized learner outcomes the furthest with great success. ",
204,The Metropolitan Regional Career and Technical Center,Providence,Rhode Island,Rhode Island State Public School,Anonymous,"The Met appears to be one of the most striking examples of schools that personalize without an extensive technology-supported academic program. By combining high standards, strong family engagement, strong mentorship, and an individualized learning approach, the MET empowers students to take ownership of their learning and unlock passion for creating a career that they truly enjoy. A Met education includes internships, individual learning plans, advisory and a college transition program.",
205,The NET Charter High School: Gentilly,New Orleans,Louisiana,Educators for Quality Alternatives,EdSurge,"The school, which added a second campus last year, currently serves just over 300 students between ages 15 and 21. About half of the student population is affected by mental health issues. Over one-third struggle with substance abuse. A quarter are involved in the judicial system. Forty percent are either homeless or have an unstable housing situation. And about 20 percent are pregnant or parenting. This school is doing remarkable work to support teen mothers. Learn more here about how they're supporting this population of students: https://www.edsurge.com/news/2018-11-27-teen-mothers-need-a-lot-of-support-this-new-orleans-school-actually-provides-it.",
206,The Young Women's Leadership School of Astoria,Queens,New York,New York City Department of Education,Mastery Collaborative,"TYWLS-Astoria is the most well-developed mastery-based learning school in New York State. This K-12 school has been perfecting its mastery systems and coursework for more than 10 years, and students' metacognition and self-direction shows the depth of this work. This school has 10 schoolwide learning targets: Argue, Be Precise, Collaborate, Communicate, Conclude, Create, Discern, Innovate, Investigate, Plan. All learning in all courses at the school is framed within this system of schoolwide outcomes. There are discipline-specific, spiraled learning targets nested under each outcome, aligned vertically for grades 6-12. Students get feedback about their progress and crucial next steps to improve their mastery. In student-led conferences, learners show mind-blowing metacognition, and are confident and clear about how to improve, and about their own ability to improve, because they see learning as a process and a journey. The school offers intensives midyear, a way for students to dive deeply into interesting, highly specialized coursework that is inquiry-driven and project-based. Educators at TYWLS-A are expert collaborators, constantly driving each other to improve, strengthen, deepen, clarify, and enrich their pedagogical work. The fruit of this labor of love is clear in a student body that is reflective, collaborative, metacognitive, and agentic. Visiting TYWLS-A and sitting in on classes and student-led conferences is a ""bucket list"" experience for anyone interested in competency-based learning. The staff's already excellent practices and constant iteration to improve, as well as the school's elegant, clear, and effective system of schoolwide learning outcomes and discipline-specific targets, are a model for schools across New York City and the United States. ",
206,The Young Women's Leadership School of Astoria,Queens,New York,New York City Department of Education,NYC Department of Education,,
208,TRIO Wolf Creek Distance Learning Charter School,Chisago City,Minnesota,None,Evergreen Education Group,Student support structures,http://www.triowolfcreek.com
209,Two Rivers Public Charter School,Washington,District of Columbia,Two Rivers Public Charter School,EdSurge,"I've worked with the curriculum director at Two Rivers on a few stories and he is doing a lot of work with assessments. The school cares deeply about finding new ways to measure growth, particularly for non-academic skills (https://www.edsurge.com/news/2017-03-21-teachers-at-two-rivers-roll-up-their-sleeves-to-build-assessments-from-scratch). They've also worked hard to think about how to provide support and autonomy during project-based work (https://www.edsurge.com/news/2017-09-21-providing-the-right-guidance-and-guardrails-to-support-student-voice-and-choice). ",http://www.tworiverspcs.org
210,UCLA Community School,Los Angeles,California,Los Angeles Unified School District,Education Evolving,"UCLA Community School has a diverse student population; 80% identify as Latino and 14% as Asian. 81% of students are classified as FRPL. 75% of elementary students and 41% of middle and high school students are English Language Learners. The teacher team has hiring autonomy and has chosen well-qualified colleagues that reflect the diversity in their student population. 51% of teachers identify as Latino (including the principal) and 22% Asian; 88% of teachers are bi- or tri-lingual. The school serves as a research school for UCLA's Center X and benefits from having a close working relationship with a top university as a full community partner at their school site. The teacher team chooses to have multi-age classrooms where students stay with each teacher for two years. As an immersion school, students are taught in English, Spanish, and Korean in elementary school. UCLA Community School uses an innovative assessment portfolio system for each student to track their growth academically. Students are highly involved in knowing, understanding, and plotting their own data. Under the teacher team's leadership, UCLA Community School students have been very successful. Students outperform the district in many areas including progress toward graduation. The overall college-going rate is now up to 95%. Teachers secure autonomy via a pilot school agreement between the district and union. The pilot agreement gives school governing boards autonomy in five areas (staffing, budget, curriculum & assessment, governance, and school calendar); at some schools, including UCLA Community School, this autonomy is passed on to the teacher team. ",
211,Urban Assembly Maker Academy,New York,New York,New York City Department of Education,Mastery Collaborative,"UA Maker uses a unique structure for learning that combines mastery-based approaches and design thinking principles. It is an unscreened school, so students come from all over NYC, and enter with a wide variety of abilities. Students are asked to approach their learning as a process they own, which involves hands-on, collaborative and independent work, targeted coaching on skills, and iteration using both design thinking and mastery as frameworks to understand the criteria for success, and the process they will use to achieve it. Classes are lively and project-based, and the school offers a much-used maker space. This model works for a diverse student body, who report feeling more confident, more cognizant of how to make progress, more able to use questioning and design thinking to support their learning, and more aware of their own capabilities.",
211,Urban Assembly Maker Academy,New York,New York,New York City Department of Education,NYC Department of Education,"UA Maker is a highly diverse school in NYC, both with regard to race/ethnicity, and socio-economic status. With a maker/design-thinking approach, and a competency-based model, the school has found ways to meet their students where they are, and successfully prepare them for post-secondary life.",
211,Urban Assembly Maker Academy,New York,New York,New York City Department of Education,"reDesign, LLC","UA Maker, within The Urban Assembly Network, believes the world needs problem solvers who can find and solve challenges to create positive change. UA Maker aims to empower students not only to be successful, adaptive citizens of the future, but also to create that future through design thinking and innovation. The UA Maker community prioritizes the core values of curiosity, empathy, risk taking, self-awareness, and resilience. The school launched as part of the Opportunity by Design initiative, funded by Carnegie Corporation of New York and supported in their model design work by Springpoint. Teachers and students work together to help students demonstrate mastery of content and skills. Grades at UA Maker provide precise, actionable feedback about students' ability to master the design thinking process, content knowledge and the skills they need to be truly college and career ready. A strong advisory program and weekly check-ins, called ""self-awareness days,"" help students develop the agency and skills needed to direct their own learning. The school's robust partnership network connects students to unique, real-world opportunities that help them develop 21st-century workplace skills.",
211,Urban Assembly Maker Academy,New York,New York,New York City Department of Education,Springpoint,,
212,Urban Montessori Charter School,Oakland,California,Urban Montessori Charter School,Rogers Family Foundation,"UMCS is a public Montessori school—the only one operating within Oakland's city limits. It grapples with all the dynamics of Oakland public education (race, facilities, budget, regulations, diverse and high needs) while working to implement the Montessori model.",http://www.urbanmontessori.org
214,Valley View Middle School,Edina,Minnesota,Edina Public Schools,Anonymous,Their entire school has moved forward together in their personalized-learning process.,
215,Valor Flagship Academy,Nashville,Tennessee,Valor Collegiate,The Learning Accelerator,Valor has a very comprehensive and intentional social-emotional learning program that is embedded in the school's entire program. The staff really prioritize whole child supports as a core part of the educational experience.,http://valorcollegiate.org/
216,Valor Voyager Academy,Nashville,Tennessee,Valor Collegiate Academies,Anonymous,"Valor is consistently recognized as an innovative school for its compelling academic outcomes, elevation of SEL, and willingness to open its doors as a ""learning laboratory"" for other aspirational educators throughout the country to visit and from which to learn. Valor has a partnership with Transcend Education to codify its innovations and insights to maximize its impact on the field. Few schools have become so visible, influential, and successful in such a short period of time.  Valor Collegiate designed its school model around four innovative principles integral to its success. It aspires to: - Reflect the diversity of both the United States and the local community - Personalize a student's experience to meet that scholar's unique academic and non-academic needs - Leverage a strong school community to create self-directed learnings - Develop a new approach for selecting, training and retaining excellent teachers - Provide a model that is student-centered  Each student has a faculty mentor who oversees her overall development and Personalized Learning Plan, and a grade coach who oversees the mentoring program. All courses throughout the model will have competency-based grading and students will be gradually released to a nearly fully self-paced model. A wide variety of blended learning is used throughout the model.",http://www.valorcollegiate.org
218,Waimea Canyon Middle School,Waimea,Hawaii,Hawaii Department of Education,Anonymous,This school has worked to integrate Project Based Learning and Design Thinking to create an innovative 20% time model to meet the needs of their students.,
219,Warren County High School,McMinnville,Tennessee,Warren County Schools,Anonymous,"Working closely with partners through the Highland Economic Partnership, Warren County High School has spent several years developing high-quality career options for students. Recognizing its rural location and that half of its over 2000 students will directly enter the workforce, school and district leaders built several new pathways through the career and technical education programs of study. Programs in mechatronics, health sciences, and telecommunications give students exposure to industry demands and real-world problems. Students also have the opportunity to earn industry certifications in skills that regional employers have identified as high-demand.",http://wchs.warrenschools.com
220,Washington Leadership Academy,Washington,District of Columbia,Washington Leadership Academy,Anonymous,"Washington Leadership Academy (WLA) puts students onto life trajectories toward leadership in whatever roles they choose in tomorrow's world. How? By building trusting relationships and giving students unprecedented opportunities to learn and lead. Students at WLA take rigorous core classes, enriched by real-world experiences and access to experts, as well as student-selected projects and electives, all combined with the latest in technology and innovation. All WLA students take Computer Science and get hands-on experience with emerging technology, including virtual/augmented reality. WLA combines civic education, social justice education, and support for students as they explore who they are and where they want to go in life. Driven by an approach to teaching and learning that is both ""high tech"" and ""high touch,"" WLA is making a true difference for students in Washington, D.C., and beyond. ",http://www.washingtonleadershipacademy.org/
220,Washington Leadership Academy,Washington,District of Columbia,Washington Leadership Academy,Charter School Growth Fund,"WLA's instructional model was designed to optimize personalization and rigor of instruction given each content area and the current state of the edtech market (both content and tools). In practice, this means that instruction looks different from subject to subject. In content-heavy subjects, i.e. History, WLA will utilize a flipped classroom model. In subjects that require both remediation and skills develop, i.e Math and English, WLA will implement a two-day split with one section focused on grade-level content/instruction and the second section focused on remediation. The specifics of each are listed below, but each subject implements different tools and teacher practices to maximize results.",http://www.washingtonleadershipacademy.org/
223,West Side Collaborative Middle School,New York,New York,New York City Department of Education,Mastery Collaborative,"West Side Collaborative Middle School uses a powerful, student-centered pairing of mastery-based and culturally responsive education practices. WSC has a strong and supportive school culture that nurtures young learners, and helps them to build community together, and mindsets for learning individually. Students at this school are uniquely resilient, secure and engages across the full arc of learning. They are free to make meaningful choices about their own learning, and they grow personally/academically through exploration and reflection. WSC personalizes academic opportunities for each child. Students are active participants in their own learning and collaborate with teachers in a cycle of rigorous individualized goal-setting, planning, evaluation and revision. WSC has a 1:1 laptop model, and infuses all subject areas with technology. Their Advisory program, Community Meetings, Personal Growth Labs build community and student agency. Small class sizes, block scheduling and flexible groupings allow for personalized attention and scheduling to fit students' individual needs. Student-led conferences and portfolio presentations are both ways to engage families and [offer] rich demonstrations of learning.",
223,West Side Collaborative Middle School,New York,New York,New York City Department of Education,NYC Department of Education,,
224,West Woods Upper Elementary School,Farmington,Connecticut,Farmington Public Schools,CT Center for School Change,"West Woods Upper Elementary School is a grade 5-6 school with an enrollment of approximately 600 students. The school implements a student-centered approach aligned to Farmington's improvement design. Curriculum, instruction, programming, and assessment are aligned to purpose-driven, socially-constructed, mastery-based and self-directed learning. One specific example to share is FLEX time. FLEX time is a challenge and support block developed by WWUES teachers. FLEX time provides students with a menu of options to select from that are both teacher and student directed. Choice is a key element of the design and student-engaged assessment practices drive a self-directed model of challenge and support within this innovative model. Two years after this teacher-led innovation was developed, Farmington is implementing this design across K-8 schools. Clear standards and data driven decision-making are a key feature of WWUES' student-centered approach. All standards for the week are clearly articulated and the student work from the week provides the body of evidence that demonstrates student progress towards those standards. While many of the offerings are based on academic standards, they are not exclusively so. Sessions can focus on learner mindset, Vision of the Graduate skills, organization, or any other social/emotional or executive functioning skills that teachers identify as an area of need. Student self-reflection, voice and choice is key to this daily block. Students are given tools and feedback to assess their own strengths and needs and are trusted to make wise choices about how to most effectively make use of the time and support they are provided. Students who have met the standards are given the opportunity to exceed the standard by working on the standard at a more advanced level. WWUES implements a mastery-based approach to empower students as leaders of their own learning. Farmington's mastery-based principles are implemented in all classrooms. ",
225,Wheeling High School,Wheeling,Illinois,Township District 214,Illinois State Board of Education,"Dr. Lazaro Lopez, then principal of Wheeling High School, met with manufacturers, business leaders and the local department of economic development in 2007 to address the shortage of skilled workers in the region needed to meet workforce demand. That partnership gave birth to the Township High School District 214 Career Pathways program. District 214 prepares its students for college and careers through experiential learning in 16 career clusters and 44 career pathways. The Career Pathways program currently serves more than 12,000 students from six comprehensive high schools, including Wheeling High School, and four specialized learning programs. District 214 purposefully eliminated the distinction between core courses and technical and career education courses. As many as 85 percent of District 214's students graduate having taken a college course, and two-thirds have completed nine semester hours of college credit by the time they graduate, an opportunity for considerable savings in tuition costs. Ninety-five percent of the district's students identify a career area of interest by graduation. Students have logged more than 2 million hours of workplace learning. The Educator Prep career pathway has served as a statewide model for addressing the teacher shortage. The teaching cluster begins with a sequence of high school courses that provide students an early feel for education as a career. Students who continue with the program earn early college credits and spend several days a week teaching lessons in actual K-12 classrooms under the close supervision of a master teacher. Students then can continue in the Educator Prep program with a postsecondary partner and earn a bachelor's degree and a teaching license. The district provides a network of supports for students while in college to increase the likelihood they graduate and become teachers. The district guarantees each student first access to interview for district teaching jobs. ",
226,White Mountains Regional High School,Whitefield,New Hampshire,White Mountains Regional School District,Anonymous,Personalized learning,http://wmrhs.sau36.schooldesk.net
226,White Mountains Regional High School,Whitefield,New Hampshire,White Mountains Regional School District,Education Resources Consortium,"In its quest to do better for all learners, the school has been willing to look at core elements of practice and organization that many schools shy away from. The school has not been content to pursue the tired list of 'solutions' that the state has tried over the past decade—competencies, ""PBL"", ELO's, performance assessment. They use each of those, but go deeper and combine such efforts with healthy skepticism and a high level of risk-taking, experimentation and love for their students. The principal is one of the most committed, open and effective I have seen over the past decade.",http://wmrhs.sau36.schooldesk.net
228,William Smith High School,Aurora,Colorado,Aurora Public Schools,Springpoint,"William Smith High School originally launched as a program for expectant mothers, and primarily served over-age, under-credited (OAUC) students. In recent years the program has evolved, and while not explicitly geared towards an OAUC population, they see themselves as an alternative to the more traditional offerings of the Aurora School District. Project-based learning was an evolution of the school's model and they became an EL Education site in 2006. The day starts with a skill-based ""Brain Training"" class followed by mixed-age Crew (akin to advisory). For the rest of the day, 10-12th graders work on one or two projects. Each project is 4-6 weeks in length. Freshmen have a more structured schedule, and educators work to help them acclimate to the project-based work to come. As a student approaches graduation, he or she will spend time off-campus in an internship or engaged in college classes. Students also design their own Capstone Projects. Projects integrate fieldwork, guest experts, and authentic audiences that help bring curriculum to life. The hands-on nature of the school's approach reflects a workplace environment that will prepare students for the future. As students develop products and presentations, they learn content while gaining academic and 21st-century skills like collaboration, creativity, and problem-solving. The school has a teacher residency program, which trains talent and serves as the main hiring pipeline.  ",http://williamsmithhs.org
228,William Smith High School,Aurora,Colorado,Aurora Public Schools,Anonymous,"Innovative instructional methods, project and problem-based learning, student body mostly young people who weren't successful in traditional models, very diverse.",http://williamsmithhs.org
229,Winterboro High School,Alpine,Alabama,Talladega County Schools,Center for Teaching Quality (CTQ),"In 2009, the thoughts were of demolishing a failing school and antiquated building with a rock facade. Winterboro High School has become a rock-solid model of teaching, learning, and collaboration for other schools to visit, study and replicate. The once-failing school in an impoverished (rural) community, is now a beacon of educational opportunity. Project-based learning has become a firmly established learning standard that continually transforms shy, unengaged students, into active community leaders armed with Essential Skills to be College and Career Ready. As the process of PBL has become ""rock solid"", effective teaching and learning foundation, the expansion of STEM to STEAM has also become exemplary at the old rock schoolhouse. Through STEAM and PBL integration, Winterboro High School is a step above the average school, particularly for a small, rural, high poverty one.",http://whs.tcboe.org
230,Workspace Education,Bethel,Connecticut,N/A,Microschool Revolution,Personalized pathways for each child.  High-quality 21st-century project-based learning with their 21CI program. Integrated Acton Academy. See overview video here: https://www.youtube.com/watch?v=r4TYQvYrs6w  ,
230,Workspace Education,Bethel,Connecticut,N/A,Anonymous,"This is a co-educational space for homeschool students and microschools (Acton Academy and Wildflower). This is an out-of-the-box education environment where parents are intimately involved and very student centered. The co-educational space has a lab where students are engaging in genomics; there are 70 business partners with whom students are helping solve key problems; and there are many other practical applications of rigorous, higher-order learning.",
231,Wynne Intermediate School,Wynne,Arkansas,Wynne Public Schools,Arkansas Office of Innovation for Education,"Leadership collaboratively developed a strong vision tied to their community of learners. They started this journey based on a focus group session with a group of African American boys who said they didn't see a way out of poverty for themselves—they were bored and unchallenged. So the teachers/leaders took on this challenge to change this perception. They wanted their students to have a sense of possibility for themselves in the future. Students get opportunity to bring into their learning their interests and passions. A blended-learning approach within classroom provides student-centered support and extension for learning. They have a strong understanding of curriculum and working on supporting student choice and voice in learning of the curriculum. Students set goals for their learning. They utilize student learning data effectively in collaboration to support students' next steps in learning. They spend time getting to know their students and their interests, strengths, challenges, and well-being. The school is in a small town with limited resources and yet the feel is of a school that is well-resourced. The culture is very focused on students—community and parents are actively involved in these efforts. Parents at this school want all the other schools in the district to be just like this one.  ",http://wynneschools.org
232,Ysleta Elementary School,El Paso,Texas,Ysleta ISD,Anonymous,,http://ysletaes.yisd.net
234,Virtual Learning Academy,Exeter,New Hampshire,Virtual Learning Academy Charter School,Christensen Institute,"With online learning as the backbone, VLACS is now starting to scale offline 'experiences' during which students accrue CBE credits through real-world work with regional partners. The vision appears to take some of the best of online (flexibility, anytime anywhere, virtual educator relationships and performance assessments) while also unlocking F2F experiences that directly match with students' interests and allow for career exploration.",http://www.vlacs.org
235,International School of the Americas,San Antonio,Texas,North East Independent School District,Anonymous,"At the International School of the Americas students are immersed in a collaborative, relationship-driven environment where all students are provided with an honors-level curriculum and the extra academic support required to succeed at this challenge. The learning is interdisciplinary with an emphasis placed upon a real world application of the skills and content. All students participate in international travel, community service, a career-exploration internship, and a final portfolio assessment of their learning at the conclusion of their senior year. It is a dynamic learning environment that also serves as a professional development school for Trinity University, mentoring new teachers into the teaching profession. ISA's small size and structure provide the sense of not just community but family. Relationships are fostered through intentional practices to build deep learning, real support, and honest dialogue. Students and teachers feel supported, valued, and empowered. Teachers and students value relationships, appreciate diversity, accept differences, take risks, and help students set and achieve individualized goals for learning. Students are known and individual accommodations are made for learning styles, differences, talents, and interests. Teachers design curricular and pedagogical experiences, enact grade-level teaming, integrate curriculum within and between the disciplines, facilitate communication with families, and lead students in travel. Through authentic, performance-based learning, students grapple with complex questions, look at multiple perspectives, make judicious decisions, and find solutions not only for themselves but also for the world community. Students are provided equal access to ISA via an open application process with lottery selection, heterogeneous grouping, and the expectation that all students will meet a high academic standard. Enrichment experiences including travel, field trips, internships, and community service are available to all students regardless of socioeconomic constraints. The doors of learning are open to all students at ISA.",http://www.neisd.net
