Nomination ID,Nominator Org,Publicly disclosable nominator org,Canopy School ID,Official School Name,School Name,School City,School State,District or CMO,Reason for nominating
Nominator_2023-11_Transcend_Southern University Lab School,Transcend,Anonymous,904,Southern University Lab School,The Southern University Laboratory School,Baton Rouge,LA,Southern University Lab School,"Southern University Lab School (SULS) strives to make the most of a student’s unique gifts, while helping each child achieve academic excellence, master learning skills, develop greater imagination, and establish strong self-esteem. As a college preparatory school, their academic program challenges, supports, and inspires its students. The learning experience at SULS promotes a culture where students sharpen their skills and discipline not only to succeed at their next level of education, but also to pursue their individual talents and interests. SULS' intimate learning environment helps foster a sense closeness amongst the student body and contributes to a strong community identity."
Nominator_2023-11_Transcend_Saint Philip the Apostle School,Transcend,Anonymous,905,Saint Philip the Apostle School,St .Philip the Apostle Catholic School,Camp Springs,MD,,"The mission of St. Philip the Apostle Catholic School is to teach with respect & reverence as Jesus did, through lessons rooted in the Gospel, in order to equip students with the strength of mind, body, & spirit necessary to succeed in the high schools, colleges, & careers of their choice. We hold all persons, with their individual abilities & talents, as gifts from God."
Nominator_2023-11_Transcend_Old Sturbridge Academy,Transcend,Anonymous,908,Old Sturbridge Academy,old sturbridge academy,Sturbrdige,MA,,"Student centered learning environment that fosters interdependence, accountabilty, and the quest for continous improvement"
Nominator_2023-11_Transcend_Heritage Charter Academy,Transcend,Anonymous,909,Heritage Charter Academy,Heritage Academy Public Charter School,Jermone ,ID,,
Nominator_2023-11_Transcend_The Marin School of Environmental Leadership,Transcend,Anonymous,910,The Marin School of Environmental Leadership,The Marin School of Environmental Leadership,San Rafael,CA,Terra Linda High School in San Rafael City Schools,"MarinSEL students will be inspired toward lifelong learning. The school leverages project-based learning, intimate class sizes, and service to the community, supported by an inspiring staff, technology, and the excellent resources available locally, enabling students to become independent thinkers and innovators. Sustainability is infused into education, and SEL students understand the interconnectedness of systems (environmental, social, and economic)"
Nominator_2023-11_Transcend_JPS-Tougaloo Early College High School,Transcend,Anonymous,911,JPS-Tougaloo Early College High School,JPS-Tougaloo Early College High School,Tougaloo,MS,Jackson Public Schools,"JPS-Tougaloo Early College High School (JTECHS) is a dual enrollment program on the Tougaloo College
campus that seeks to promote: excellence, community, honor, and scholarship. Students in the program complete Mississippi graduation requirements for high school while working on college coursework. Students may earn an associate's degree or up to two years of credits towards a bachelor's degree. The faculty and staff focus on teaching students the academic behaviors which prove successful in this academinly challenging program and learning environment so they may be empowered to serve as agents of change. Upon program enrollment, each student is guided by an individualized learning plan developed to help them to experience success and graduate from high school college and career ready."
Nominator_2023-11_Transcend_Kyrene de las Manitas Innovation Academy,Transcend,Anonymous,912,Kyrene de las Manitas Innovation Academy,Kyrene de las Manitas Innovation Academy,Tempe,AZ,Kyrene School District,"Kyrene de las Manitas Innovation Academy reimagines the traditional learning environment with innovative practices in learning environments, instructional methods and staffing. Each learning studio within the program serves up to 120 students, and is taught by a core team of educators: one Teacher Executive Designer (TED), along with certified teachers and teacher candidates. Learning studios at Kyrene de las Manitas look, sound, and feel different from a typical classroom. The studios are open and dynamic, with fewer walls and a variety of learning spaces, all equipped with state-of-the-art technology and furniture designed for flexibility and collaboration. The staffing and curriculum are designed to prepare students for colleges and careers that are changing rapidly. Through a personalized, project-based learning approach, students have a chance to explore real-world issues and meaningful topics over the course of several weeks, to build knowledge on each topic through literature, research, and hands-on practice. Students simultaneously master grade-level standards and work toward a final project that puts all of their learning to work. Teachers encourage and facilitate discussion, collaboration and healthy debate. Students learn to question themselves and their peers, to foster a growth mindset. "
Nominator_2023-11_Transcend_Oakland High,Transcend,Anonymous,913,Oakland High,Oakland High,Oakland,CA,Oakland Unified School District,"The Environmental Science Academy provides students with hands-on experience in the fields of Environmental Science, Marine Biology, Engineering, Medicine, and Humanities. Experiential learning opportunities include field work to monitor water quality at Lake Merritt, study tours exploring Catalina Island, and work-place learning partnerships with East Bay MUD and SunPower. In classes, students engage in scientific analysis, inquiry, and service with an emphasis on real-world experiences. We are committed to building authentic academics in the form of rich, project-based learning units which combine historical thinking, critical reading and writing, and the scientific method."
Nominator_2023-11_Transcend_Atlanta Unbound,Transcend,Anonymous,914,Atlanta Unbound,Atlanta Unbound,Atlanta ,GA,,"The AUA will serve as a beacon of academic promise and create a community of students who are the seeds of their ancestors’ wildest dreams—authentic, engaged citizens and leaders of their community who achieve beyond expectations and fuel the advancement and glory of their people."
Nominator_2023-11_Transcend_Brookstone School,Transcend,Anonymous,915,Brookstone School,Brookstone School,Charlotte ,NC,,"Brookstone's mission is to equipunder-resourced students academically, socially, and spiritually for future lives of leadership and service."
Nominator_2023-11_Transcend_SailFuture Academy,Transcend,Anonymous,916,SailFuture Academy,SailFuture,St. Petersburg,FL,,"SailFuture is an innovative foster care agency, and private school serving children and families with a comprehensive continuum of care is serve Florida’s highest-risk teens in fosterwith a broad range of programs and services designed to holistically treat childhood trauma and equip teens with the skills and resources necessary to navigate life."
Nominator_2023-11_Transcend_Valiant Cross Academy,Transcend,Anonymous,917,Valiant Cross Academy,Valiant Cross Academy,Montgomery ,AL,,"Valiant Cross Academy transcends the challenges facing young African American males in Montgomery, Alabama, by developing men of character through rigorous academics and leadership training."
Nominator_2023-11_Transcend_Gordon Bernell Charter School,Transcend,Anonymous,918,Gordon Bernell Charter School,Gordon Bernell Charter School,Alburquerue ,NM,,"Gordon Bernell Community School believes in the transformative power of individualized education, compassion, and community engagement for students of all ages in and outside of incarceration. Through both the high school diploma pathway and an adult education program, Gordon Bernell empowers all students to build a future on a foundation of academic competency and professional readiness. The mission has always been ""transforming lives from the inside out."""
Nominator_2023-11_Transcend_Florida A&M University Developmental Research School,Transcend,Anonymous,919,Florida A&M University Developmental Research School,Florida A&M University Developmental Research School Elementary School,Tallahassee,FL,FAMU DRS District,"FAMU DRS a labratory school affiliated with Florida A&M University and is committed to providing a quality education for students by promoting rigor and innovative strategies for teaching and learning. Utilizing a performance-based, continuous improvement model, FAMU DRS nurtures and guides students as they develop the critical thinking, problem-solving,
technological, leadership, and collaborative skills necessary to engage and compete in the ever-changing, ever-evolving global community in which they live. ""Baby Rattlers"" experience a safe, nurturing, and creative atmosphere where they can explore and thrive."
Nominator_2023-11_Transcend_The Innovation School,Transcend,Anonymous,921,The Innovation School,The Innovation School,Bismark,ND,,"The Innovation School respects the individual needs of children; fosters a caring and creative environment; and emphasizes the social, emotional, physical, and intellectual development of each child"
Nominator_2023-11_Transcend_Environmental Charter High School – Lawndale,Transcend,Anonymous,922,Environmental Charter High School – Lawndale,Environmental Charter High School – Lawndale (ECHS-L),Redondo Beach,CA,Environmental Charter Schools,"ECS - Lawndale is an award winning, free, public high school in the South Bay region of Los Angeles that prepares students for 4-year colleges using the environment as a lens for real-life learning. Our schools place an emphasis on experiential, project-based learning that engages students as it prepares them to become leaders in their communities."
Nominator_2023-11_Transcend_Advanced Learning Academy,Transcend,Anonymous,923,Advanced Learning Academy,Advanced Learning Academy,San Antonio,TX,San Antonio ISD,"Advanced Learning Academy (ALA) is committed to providing 21st-century opportunities within a caring and open community that fosters deep thinking, problem-solving, creative design, and real-world application of learning. Students develop deep content knowledge and cutting-edge learning skills to prepare them for any and all futures they can envision. The curriculum at ALA relies heavily on Project-Based Learning, which is an approach to education that emphasizes learning through creating. Projects aren’t just replacements for tests, they’re real-world creations that start their development at the very beginning of a new unit of content. ALA is built around four commitments in service of its bold vision for a transformative educational model: deep learning, individuality, flexible design, and connection. "
Nominator_2023-11_Transcend_School of Hope,Transcend,Anonymous,924,School of Hope,School of Hope,Fayetteville,NC,,"to provide a Holistic, Opportunistic, Positive Education to students with autism in a nurturing environment leading to a positive and productive future for our students and their families."
Nominator_2023-11_Transcend_St. George School,Transcend,Anonymous,925,St. George School,St. George Municipal School unt,Tenants Harbor,ME,,"We envision St. George School as a supportive learning community where everyone, without exception, is committed to becoming better at what they do and pulling together to provide a world class education to all children."
Nominator_2023-11_Transcend_West Virginia Academy,Transcend,Anonymous,927,West Virginia Academy,West Virgiina Academy,Morgantown ,WV,,dedicated to educating the whole child as West Virginia's first tuition-free wraparound community school.​
Nominator_2023-11_Transcend_Comp Sci High,Transcend,Anonymous,928,Comp Sci High,Urban Assembly Charter School for Computer Science,Bronx,NY,,"Comp Sci High empowers Bronx students with the academic and tech skills they need to access college, jobs, social empowerment, and limitless opportunities that lie just a mile from their doorstep."
Nominator_2023-11_Transcend_Logos Academy,Transcend,Anonymous,929,Logos Academy,Logos Academy,York ,PA,,"We shape students to become thoughtful communicators, critical thinkers, and lifelong learners, whose self-worth is centered in Christ, who love and serve family, church, community, and world with wisdom, integrity, and wonder to the glory of God."
Nominator_2023-11_Transcend_Optima Classical Academy Online,Transcend,Anonymous,930,Optima Classical Academy Online,Optima Academy Online,Naples,FL,,"OAO’s vision is to introduce our scholars to the good, the true, and the beautiful, both in our curriculum, and in the world around them. We aspire to educate students in such a way that they will be prepared to participate meaningfully in whichever pursuits they desire, and to do so understanding that happiness is only truly achieved when it is found in the pursuit of something worthwhile."
Nominator_2023-11_Transcend_Odyssey Leadership Academy,Transcend,Anonymous,931,Odyssey Leadership Academy,Odyessey Leadership Academy,oklahoma city ,OK,,"of Odyssey Leadership Academy is to focus on the values of identity formation, virtue development, compassion, and the pursuit of wisdom through constructive mentoring relationships, transformative curriculum, and real-world experiences."
Nominator_2023-11_Transcend_Chestnut TAG Middle School,Transcend,Anonymous,932,Chestnut TAG Middle School,Chestnut TAG Middle School,Springfield,MA,Springfield Empowerment Zone Patrnership,"The selective Chestnut TAG provides a rigorous, standards-based instructional program that accelerates all students’ learning. TAG values the importance of equity through a culturally responsive curriculum that affirms all aspects of student and staff identities."
Nominator_2023-11_Next Generation Learning Challenges_Da Vinci Connect TK-8,Next Generation Learning Challenges,Next Generation Learning Challenges,933,Da Vinci Connect TK-8,Da Vinci Schools,Los Angeles,CA,Da Vinci Schools,"DaVinci Schools take a completely student-centered approach across all of their models, both on-campus and hybrid. Learning is purposeful, experiential, rigorous, and engaging. They have developed a strong community within each school, supported by deep relationships among students and teachers alike. They have a tremendous learning mentality -- they are ceaselessly seeking to improve, when already they provide a learning and developmental experience to kids that should be a model for the entire nation."
Nominator_2023-11_Transcend_Valor College Prep,Transcend,Anonymous,934,Valor College Prep,Valor Collegiate Academy,Nashville,TN,Valor Flagship,"Valor's Compass model fosters holistic human development— including key physical, cognitive, emotional, and spiritual disciplines—through a focus on community and relationships as well as individual identity work."
Nominator_2023-11_Education Evolving_Durango Transitional Learning Center,Education Evolving,Anonymous,935,Durango Transitional Learning Center,Durango Transitional Learning Center ,Phoenix ,AZ,Maricopa County Detention Education Center,"Durango's existence is already reimagining education. It is a unique relationship between the Maricopa County Juvenile Probation Department and the Maricopa County School Superintendent aiming to provide hope and support to our most vulnerable students. The Dentation education space allows a unique setting which enables teachers to embrace more autonomy and teach with more creativity. It might seem odd that a teacher would have to enter the most structured place to break free of the traditional systems that hold them back, but the traditional school system has already failed our students; it’s time for something innovative.

Part of Durango's innovation is around their transparency. Durango works with many operational parters daily, and they have been working as a team to embrace transparency among the groups that are involved in student learning - the detention staff and the school staff. Part of that work is fine tuning meeting structures and how to report out information to everyone. Durango utilizes a collaborative teaching staff whom are able to creatively address the schools issues. For example, they were able to meet students desires around podcasts/music learning - all under the constraints of being in a detention center.  "
Nominator_2023-11_Aurora Institute_Alternative Choices in Education at Brookline High School,Aurora Institute,Aurora Institute,936,Alternative Choices in Education at Brookline High School,Alternative Choices in Education (ACE) Program (at Brookline High School),Brookline,MA,Brookline Public Schools,"At ACE, the learning experience design starts with a culture that develops the whole child and their agency as learners and humans. Relationships and community are the foundation of a learning culture that centers the needs of learners. The innovative, competency-based program features a thematic curriculum organized by six-week classes, which offers opportunities for fresh starts on a regular basis. Exhibitions and a senior capstone project anchor the learning and assessment system. "
Nominator_2023-11_Mastery Transcript Consortium_Amp Lab at Electric Works,Mastery Transcript Consortium,Mastery Transcript Consortium,937,Amp Lab at Electric Works,Amp Lab at Electric Works,Fort Wayne,IN,Fort Wayne Community Schools,This school has implemented a competency-based learning model and is or will soon be publishing Mastery Transcripts or MTC Learning Records as summative records for some or all graduates.
Nominator_2023-11_Transcend_Leaders to Legends Academy,Transcend,Anonymous,938,Leaders to Legends Academy,Leaders to Legends,Omaha,NE,,"Leaders to Legends Academy is dedicated to supporting families in private or homeschool settings, committing to educate, equip, and empower one family at a time. Our self-sustaining learning community serves as a beacon, designed to inspire and replicate thriving educational ecosystems. Placing youth at the core of our tailored educational plans, we embrace the adage, ""it takes a village,"" recognizing that our collaborative efforts are the essential fruit for the success of every family"
Nominator_2023-11_Transcend_Positive Tomorrows,Transcend,Anonymous,939,Positive Tomorrows,Positive tomorrow,oklahoma city ,OK,,"Oklahoma's only school and social services agency specifically for children and families experiencing homelessness, we give kids stability and a quality education while giving their parents the support they need to create a better life"
Nominator_2023-11_Transcend_Madrona Folk School,Transcend,Anonymous,940,Madrona Folk School,Madrona Folk School,Grant Pass,OR,,"Madrona Folk School's educational philosophy and offerings weave together elements of Classical education, Waldorf education, and deep nature-connection. We create offerings that are hands-on, experiential, literature-based, arts-centered and engage youth where they are at"
Nominator_2023-11_Transcend_Pathfinder Kindergarten Center,Transcend,Anonymous,941,Pathfinder Kindergarten Center,Pathfinder Kindergarten Center,Everett,WA,Mukilteo School District,"Pathfinder Kindergarten Center's mission is to build a strong bridge between home and school early learning experiences and to create a safe, welcoming, developmentally appropriate environment where learning is joyful and accessible for all students. The learning environment is designed to reduce anxiety and fear and encourage movement and play for young learners. "
Nominator_2023-11_Aurora Institute_Whittier Community School,Aurora Institute,Aurora Institute,942,Whittier Community School,Chugach School District ,"Anchorage, Alaska ",AK,Chugach School District ,"Covering an extensive range of content areas, standards at Chugach School District comprise 8 to 10 levels that guide students from kindergarten to graduation. The absence of grade levels allows for students to be at different levels across standards, allowing for multi-age learning environments so students can receive instruction tailored to their ability levels. Additionally, Chugach School District prioritizes parent involvement and promotes traditional tribal values and standards that align with these values. "
Nominator_2023-11_Aurora Institute_Voyage School,Aurora Institute,Aurora Institute,943,Voyage School,Chugach School District ,"Anchorage, Alaska ",AK,Chugach School District ,"Covering an extensive range of content areas, standards at Chugach School District comprise 8 to 10 levels that guide students from kindergarten to graduation. The absence of grade levels allows for students to be at different levels across standards, allowing for multi-age learning environments so students can receive instruction tailored to their ability levels. Additionally, Chugach School District prioritizes parent involvement and promotes traditional tribal values and standards that align with these values. "
Nominator_2023-11_Aurora Institute_Tatitlek Community School,Aurora Institute,Aurora Institute,944,Tatitlek Community School,Chugach School District ,"Anchorage, Alaska ",AK,Chugach School District ,"Covering an extensive range of content areas, standards at Chugach School District comprise 8 to 10 levels that guide students from kindergarten to graduation. The absence of grade levels allows for students to be at different levels across standards, allowing for multi-age learning environments so students can receive instruction tailored to their ability levels. Additionally, Chugach School District prioritizes parent involvement and promotes traditional tribal values and standards that align with these values. "
Nominator_2023-11_Education Evolving_Hope Academy,Education Evolving,Education Evolving,945,Hope Academy,Hope Academy,Phoenix,AZ,Maricopa County Regional School District,"Hope Academy presents a unique Project-Based model for students who did not find success in a traditional environment. The school is led by a core group of teachers with administrative support from the district. This team has created both a curriculum that is highly relevant and engaging to their students' needs, but also places a high level of importance on individual support and relationships. While students receive instruction in core subject areas, they spend a lot of their learning time working through projects that ask them to work collaboratively and to problem-solve on the fly as they build a variety of projects. "
Nominator_2023-11_New Tech Network_Winton Woods Middle School at North Campus,New Tech Network,New Tech Network,946,Winton Woods Middle School at North Campus,Winton Woods Middle School at North Campus,Cincinnati ,OH,Winton Woods City School District ,"It's evident from the provided information that Winton Woods School District made a significant shift towards project-based learning (PBL) and student-centered education across all grade levels. This transformation was achieved through partnerships, deliberate planning, and student involvement in the design process.
Key points highlighted include:
Implementation of New Tech Network Model: The district adopted the New Tech Network whole-school model, embracing PBL from preschool through twelfth grade.
Partnerships and Funding: The district received intentional support from the Straight A Fund in Ohio's state biennial budget, enabling them to create customized, personalized learning experiences. Partnerships with construction and architecture firms like Skanska Megen Construction Co. Inc. and SHP helped build innovative, project-based learning spaces.
Student Involvement in Design Process: Students from grades 6-12 actively participated in the design process of the new buildings. The design was aligned with the educational vision, focusing on six key shifts in education and incorporating hallmarks of PBL instruction.
Identified Foundational Needs: Through this effort, foundational needs of students were recognized, including a desire for collaboration, a student-centric culture, engaging learning opportunities, various workshop sizes, mobility within the learning environment, active engagement, and access to technology in different forms.
The district's approach not only focused on physical infrastructural changes but also on aligning the design with the educational philosophy, ensuring that the learning spaces reflect the principles of project-based learning. The active involvement of students in the process indicates a commitment to meeting their needs and preferences.
Overall, the transformation of Winton Woods School District showcases a comprehensive effort to create an environment that supports innovative and student-focused learning experiences.
"
