"Value","Frequency","Variable"
"We aspire to be an equitable community of learners who encourage excellence and honor growth. The environment is designed to create an experience that is empowering and independent.",1,"student_experience"
"We at Hearne believe all of our students are to be valued for who they are and that our students are entitled to a quality education. We seek to provide data-driven instruction that is aligned to standards and incorporate pedagogical best practices. We create meaningful learning opportunities through teacher collaboration, parent engagement, and student-centered learning.",1,"student_experience"
"We believe every learner can change the world; therefore, we will provide a world class education.",1,"student_experience"
"We believe that schools should be guided by one clear principle: that everything we do, should be """"""""what's best for students.""""""""  This means that schools need to adopt """"""""an all hands on deck approach"""""""" and commit to doing whatever it takes to support positive student development. Our goal is to connect the students' interest to relevant and meaningful learning experiences while encouraging students to always do their personal best.  We believe there is a genius in each child and they have the potential for greatness.  Our teaching and administrative staff will always be committed to educating Newburgh's students, one child at a time.   At NFA West we aim to foster a nurturing and positive educational environment to all students, regardless of their previous setbacks or current obstacles so that they can achieve academic success.  This is a non-traditional high school campus that will provide an innovative, personalized education to youth in the Newburgh School District who might otherwise be lost in a traditional school setting.",1,"student_experience"
"We do not believe that students should sit at desks and chairs!  Instead, students at La Luz are out, learning in the community, 80% of every school day.  We partner with amazing organizations, such as The Denver Zoo or History Colorado to co-create a 6-week learning experience.  Yep, kids go everyday for 6-weeks to the zoo, or a museum, or any other great community partner.  Additionally, we spend a ton of time outdoors, in nature.  At least 20% of our year will be spent in nature, whether that is hiking, building snow caves, carving sticks or starting fires, we know just how critical being outside in nature is to our wellbeing.",1,"student_experience"
"We envision providing students with a high-quality, authentic learning environment where students are free to make choices about their learning, use those choices to impact their community, and create a positive ripple in the world around them.",1,"student_experience"
"We fundamentally believe that if our society shifts the focus of schooling for youth from high poverty communities away from information acquisition to holistic human development, students will be empowered to escape generational poverty, heal and thrive interpersonally from the deeply debilitating trauma of persistent poverty and racism. Such young people will emerge into adulthood as whole and healthy people well skilled in engaging in thoughtful analysis about our world’s biggest problems, with the brave and kind hearts and brilliant minds to solve them. Ember endeavors to serve as a catalyst for this process. Built on a foundation forged by the independent Black-schools movement from the 1960s and 70s, our “Ember Way” model operationalizes our trauma- and culturally-responsive approach to close the racial achievement and wealth gaps. We nurture and cultivate self-efficacy, social emotional healing and economic fluency as the primary tools for disrupting generational cycles of poverty, racism, and inequity. We recognize the debilitating impact of trauma on our students’ self-esteem and cognitive development, thus we emphasize the importance of love, agency, curiosity, self-direction, critical thinking, and physical and mental health. Each day we endeavor to serve as modern day conductors on the socio-economic Underground Railroad.",1,"student_experience"
"We have radically redefined education by taking our students out into the world to learn! We have ripped the doors off the classroom, and the world is an extension of our campus! Students rejoice over aerodynamics through indoor skydiving and helicopter rides, explore treehouses and handmade homes after reading Swiss Family Robinson, and co-create by helping to select their own curriculum! Our students' ages and preconceived grade levels do not determine how far they go! They determine that by pursuing their interests and delving into passion-based learning opportunities! More specifically, we serve students and follow their lead. Many of our students have undergone significant trauma, and we recognize that every behavior is communication of an unmet psychological need. Our school intentionally decodes behavior as we collaborate with a neurologist and therapist by incorporating a neuroscientific, reparative teaching approach acknowledging that trauma is healed through felt safety and connection in community.",1,"student_experience"
"We intend to provide a core 9th grade experience that is unlevelled with a variety of pathways students can pursue as they move into their upper grade experience.  The learning is personalized and designed toward proficiencies to ensure students own their growth and development and understand what they need to do in order to reach their goals.",1,"student_experience"
"We seek to help children from a very young age explore their own interests and capabilities, experience themselves as successful, and find purpose, joy, and meaning in their world.",1,"student_experience"
"We want a student experience where students are able to tap into their own agency and own their learning in meaningful ways. Moreover, we want students to understand how their agency and others' agency must be able to co-exist to create true understanding and community so that students are able to feel that they are ready to be fully active citizens of their world.",1,"student_experience"
"We want to help students identify and remove any barriers to their learning, so that they can be present in the classroom and open to learning. We want students to feel safe, develop positive relationships with staff and students, and enjoy learning.  Our goal is to develop independent life longer learners who can identify their strengths, self-advocate, apply what they've learned to our larger world.",1,"student_experience"
"Youth learn to develop a relationship with themselves, with each other, and with their community, so that they see a link between their school experiences and the future options.  Most students pursue a traditional approach to courses and experiences in sequences, while having flexible experiences during that journey.  Some students, however, center flexible options are their main focus, allowing them to access community resources and post-secondary readiness opportunities.",1,"student_experience"
"0 - 24% people of color",74,"leadership_diversity"
"25 - 49% people of color",26,"leadership_diversity"
"50 - 74% people of color",46,"leadership_diversity"
"75 - 100% people of color",42,"leadership_diversity"
"Prefer not to say",1,"leadership_diversity"
"0 - 24% people of color",81,"teaching_diversity"
"25 - 49% people of color",44,"teaching_diversity"
"50 - 74% people of color",34,"teaching_diversity"
"75 - 100% people of color",29,"teaching_diversity"
"Prefer not to say",1,"teaching_diversity"
"Man",73,"leader_gender"
"Prefer not to say",8,"leader_gender"
"Woman",101,"leader_gender"
"American Indian & Alaska Native",3,"leader_race"
"Asian",4,"leader_race"
"Black",24,"leader_race"
"Latinx",9,"leader_race"
"Multiple races/ethnicities",134,"leader_race"
"12",2,"school_enrollment"
"17",1,"school_enrollment"
"18",1,"school_enrollment"
"20",1,"school_enrollment"
"25",1,"school_enrollment"
"27",1,"school_enrollment"
"28",1,"school_enrollment"
"30",2,"school_enrollment"
"31",1,"school_enrollment"
"32",2,"school_enrollment"
"33",1,"school_enrollment"
"35",1,"school_enrollment"
"36",1,"school_enrollment"
"39",1,"school_enrollment"
"45",1,"school_enrollment"
"50",1,"school_enrollment"
"52",1,"school_enrollment"
"54",1,"school_enrollment"
"55",3,"school_enrollment"
"60",1,"school_enrollment"
"62",1,"school_enrollment"
"73",1,"school_enrollment"
"78",1,"school_enrollment"
"80",6,"school_enrollment"
"81",1,"school_enrollment"
"82",1,"school_enrollment"
"84",1,"school_enrollment"
"92",1,"school_enrollment"
"96",1,"school_enrollment"
"98",1,"school_enrollment"
"100",5,"school_enrollment"
"105",1,"school_enrollment"
"110",2,"school_enrollment"
"115",2,"school_enrollment"
"125",2,"school_enrollment"
"135",1,"school_enrollment"
"136",1,"school_enrollment"
"138",1,"school_enrollment"
"142",1,"school_enrollment"
"145",1,"school_enrollment"
"148",1,"school_enrollment"
"155",1,"school_enrollment"
"158",1,"school_enrollment"
"166",1,"school_enrollment"
"167",1,"school_enrollment"
"174",2,"school_enrollment"
"175",2,"school_enrollment"
"176",1,"school_enrollment"
"177",1,"school_enrollment"
"181",1,"school_enrollment"
"186",1,"school_enrollment"
"187",1,"school_enrollment"
"195",1,"school_enrollment"
"197",1,"school_enrollment"
"198",1,"school_enrollment"
"200",4,"school_enrollment"
"201",1,"school_enrollment"
"202",1,"school_enrollment"
"210",1,"school_enrollment"
"215",1,"school_enrollment"
"220",2,"school_enrollment"
"225",1,"school_enrollment"
"232",1,"school_enrollment"
"240",1,"school_enrollment"
"250",4,"school_enrollment"
"252",1,"school_enrollment"
"265",1,"school_enrollment"
"270",1,"school_enrollment"
"275",2,"school_enrollment"
"284",1,"school_enrollment"
"285",1,"school_enrollment"
"288",1,"school_enrollment"
"300",1,"school_enrollment"
"302",1,"school_enrollment"
"310",3,"school_enrollment"
"315",1,"school_enrollment"
"320",1,"school_enrollment"
"330",1,"school_enrollment"
"351",2,"school_enrollment"
"353",1,"school_enrollment"
"356",1,"school_enrollment"
"363",1,"school_enrollment"
"375",2,"school_enrollment"
"378",1,"school_enrollment"
"395",1,"school_enrollment"
"400",1,"school_enrollment"
"402",1,"school_enrollment"
"406",1,"school_enrollment"
"410",2,"school_enrollment"
"411",1,"school_enrollment"
"414",1,"school_enrollment"
"415",1,"school_enrollment"
"418",1,"school_enrollment"
"423",1,"school_enrollment"
"424",1,"school_enrollment"
"430",1,"school_enrollment"
"440",1,"school_enrollment"
"446",1,"school_enrollment"
"447",1,"school_enrollment"
"449",1,"school_enrollment"
"450",2,"school_enrollment"
"456",2,"school_enrollment"
"460",1,"school_enrollment"
"465",1,"school_enrollment"
"466",1,"school_enrollment"
"479",1,"school_enrollment"
"485",1,"school_enrollment"
"486",1,"school_enrollment"
"499",1,"school_enrollment"
"500",1,"school_enrollment"
"502",1,"school_enrollment"
"504",1,"school_enrollment"
"515",1,"school_enrollment"
"525",1,"school_enrollment"
"531",1,"school_enrollment"
"535",1,"school_enrollment"
"540",1,"school_enrollment"
"542",1,"school_enrollment"
"545",2,"school_enrollment"
"556",1,"school_enrollment"
"579",1,"school_enrollment"
"590",1,"school_enrollment"
"607",1,"school_enrollment"
"617",1,"school_enrollment"
"645",1,"school_enrollment"
"700",1,"school_enrollment"
"731",1,"school_enrollment"
"747",1,"school_enrollment"
"756",1,"school_enrollment"
"760",1,"school_enrollment"
"785",1,"school_enrollment"
"810",1,"school_enrollment"
"866",1,"school_enrollment"
"874",1,"school_enrollment"
"900",1,"school_enrollment"
"950",1,"school_enrollment"
"960",1,"school_enrollment"
"1000",1,"school_enrollment"
"1080",1,"school_enrollment"
"1115",1,"school_enrollment"
"1120",1,"school_enrollment"
"1142",1,"school_enrollment"
"1166",1,"school_enrollment"
"1197",1,"school_enrollment"
"1200",1,"school_enrollment"
"1300",1,"school_enrollment"
"1370",1,"school_enrollment"
"1640",1,"school_enrollment"
"1770",1,"school_enrollment"
"1800",1,"school_enrollment"
"2400",1,"school_enrollment"
"2531",1,"school_enrollment"
"2581",1,"school_enrollment"
"10000",1,"school_enrollment"
"0",147,"grades_pk"
"1",42,"grades_pk"
"0",114,"grades_k"
"1",75,"grades_k"
"0",113,"grades_1"
"1",76,"grades_1"
"0",112,"grades_2"
"1",77,"grades_2"
"0",112,"grades_3"
"1",77,"grades_3"
"0",114,"grades_4"
"1",75,"grades_4"
"0",114,"grades_5"
"1",75,"grades_5"
"0",107,"grades_6"
"1",82,"grades_6"
"0",100,"grades_7"
"1",89,"grades_7"
"0",93,"grades_8"
"1",96,"grades_8"
"0",67,"grades_9"
"1",122,"grades_9"
"0",65,"grades_10"
"1",124,"grades_10"
"0",64,"grades_11"
"1",125,"grades_11"
"0",65,"grades_12"
"1",124,"grades_12"
"0",171,"grades_past_12"
"1",18,"grades_past_12"
"0",175,"grades_other"
"1",14,"grades_other"
"-Infant & toddler (6 weeks through 3 years) -starting in 2024 we are opening a 6th-8th grade middle school",1,"grades_other_text"
"15 in our preschool and 95 in the high school.  (and I am not even counting our infants and toddlers - 48)",1,"grades_other_text"
"Adult Basic Education - high school equivalency program",1,"grades_other_text"
"Adult education",1,"grades_other_text"
"Birth - 3 years of age",1,"grades_other_text"
"In addition to our high school (Lab51), our high school-aged students provide year-round educational opportunities to 1st-8th grade students in the region. Examples range from STEM camps for 3-4th graders to entrepreneur workshops for middle school students, amongst many others.",1,"grades_other_text"
"Our Institute contracts with educators and leaders",1,"grades_other_text"
"Special education transition program serving students to the age of 22.  (Approximately 65% of total student population are """"""""students with disabilities"""""""")",1,"grades_other_text"
"Students attend CART half day in one of 13 different career-focused labs.  The other half of their day is spent at their home high school.  In each lab their is a caeer-based course along with two rigorous aademic courses (a couple of technology-based labs have an additional elective).  Academic courses are English, science or social science.  CART is a true college and career readiness program.",1,"grades_other_text"
"Super Seniors.",1,"grades_other_text"
"Wakanyeja Ki Tokeyahci is a K-5 elementary school.  We project to have k-5 in the year 2025-2026 school year.  We add a grade each year with entry at kindergarten only.  We are currently in year four and have grade level k-3.",1,"grades_other_text"
"We are adding a small 7th grade pilot in the fall of 2024",1,"grades_other_text"
"We currently serve students from 2 years of age to grade 12.",1,"grades_other_text"
"We hold a youth build authorization enabling us to service youth up until the age of 25 with continuous enrollment.",1,"grades_other_text"
"0",107,"grades_elementary"
"1",82,"grades_elementary"
"0",100,"grades_middle"
"1",89,"grades_middle"
"0",61,"grades_high"
"1",128,"grades_high"
"0",116,"pct_aian"
"0.01",42,"pct_aian"
"0.02",6,"pct_aian"
"0.03",4,"pct_aian"
"0.04",4,"pct_aian"
"0.05",4,"pct_aian"
"0.07",1,"pct_aian"
"0.22",1,"pct_aian"
"0.23",1,"pct_aian"
"0.38",1,"pct_aian"
"0.54",1,"pct_aian"
"0.78",1,"pct_aian"
"0.97",1,"pct_aian"
"1",1,"pct_aian"
"0",65,"pct_asian"
"0.01",33,"pct_asian"
"0.02",25,"pct_asian"
"0.03",12,"pct_asian"
"0.04",4,"pct_asian"
"0.05",11,"pct_asian"
"0.06",5,"pct_asian"
"0.07",4,"pct_asian"
"0.08",2,"pct_asian"
"0.09",2,"pct_asian"
"0.1",5,"pct_asian"
"0.11",1,"pct_asian"
"0.12",1,"pct_asian"
"0.13",1,"pct_asian"
"0.15",1,"pct_asian"
"0.16",1,"pct_asian"
"0.19",1,"pct_asian"
"0.2",1,"pct_asian"
"0.25",1,"pct_asian"
"0.26",1,"pct_asian"
"0.27",1,"pct_asian"
"0.28",1,"pct_asian"
"0.3",1,"pct_asian"
"0.4",1,"pct_asian"
"0.44",1,"pct_asian"
"0.51",1,"pct_asian"
"0.55",1,"pct_asian"
"0",19,"pct_black"
"0.01",20,"pct_black"
"0.02",14,"pct_black"
"0.03",7,"pct_black"
"0.04",14,"pct_black"
"0.05",4,"pct_black"
"0.06",5,"pct_black"
"0.07",6,"pct_black"
"0.08",6,"pct_black"
"0.09",1,"pct_black"
"0.1",6,"pct_black"
"0.11",6,"pct_black"
"0.12",3,"pct_black"
"0.13",1,"pct_black"
"0.14",2,"pct_black"
"0.15",2,"pct_black"
"0.16",2,"pct_black"
"0.17",1,"pct_black"
"0.2",3,"pct_black"
"0.21",1,"pct_black"
"0.22",2,"pct_black"
"0.23",2,"pct_black"
"0.24",1,"pct_black"
"0.25",1,"pct_black"
"0.26",2,"pct_black"
"0.27",1,"pct_black"
"0.28",1,"pct_black"
"0.29",1,"pct_black"
"0.3",3,"pct_black"
"0.31",1,"pct_black"
"0.32",2,"pct_black"
"0.33",2,"pct_black"
"0.35",1,"pct_black"
"0.37",1,"pct_black"
"0.38",1,"pct_black"
"0.4",3,"pct_black"
"0.41",1,"pct_black"
"0.42",2,"pct_black"
"0.43",1,"pct_black"
"0.5",1,"pct_black"
"0.51",2,"pct_black"
"0.52",2,"pct_black"
"0.59",1,"pct_black"
"0.6",1,"pct_black"
"0.62",2,"pct_black"
"0.67",1,"pct_black"
"0.68",1,"pct_black"
"0.7",1,"pct_black"
"0.72",1,"pct_black"
"0.75",1,"pct_black"
"0.77",2,"pct_black"
"0.85",2,"pct_black"
"0.87",1,"pct_black"
"0.89",1,"pct_black"
"0.9",2,"pct_black"
"0.93",3,"pct_black"
"0.94",3,"pct_black"
"0.95",1,"pct_black"
"0.97",1,"pct_black"
"0.98",1,"pct_black"
"0.99",1,"pct_black"
"0",14,"pct_latinx"
"0.01",4,"pct_latinx"
"0.02",11,"pct_latinx"
"0.03",12,"pct_latinx"
"0.04",9,"pct_latinx"
"0.05",8,"pct_latinx"
"0.06",5,"pct_latinx"
"0.07",9,"pct_latinx"
"0.08",6,"pct_latinx"
"0.09",3,"pct_latinx"
"0.1",8,"pct_latinx"
"0.11",4,"pct_latinx"
"0.12",6,"pct_latinx"
"0.13",4,"pct_latinx"
"0.14",3,"pct_latinx"
"0.15",3,"pct_latinx"
"0.16",1,"pct_latinx"
"0.17",3,"pct_latinx"
"0.19",2,"pct_latinx"
"0.2",1,"pct_latinx"
"0.22",1,"pct_latinx"
"0.23",2,"pct_latinx"
"0.24",1,"pct_latinx"
"0.25",1,"pct_latinx"
"0.26",2,"pct_latinx"
"0.27",1,"pct_latinx"
"0.28",1,"pct_latinx"
"0.3",2,"pct_latinx"
"0.31",1,"pct_latinx"
"0.33",3,"pct_latinx"
"0.34",1,"pct_latinx"
"0.35",1,"pct_latinx"
"0.4",2,"pct_latinx"
"0.41",2,"pct_latinx"
"0.42",2,"pct_latinx"
"0.44",2,"pct_latinx"
"0.45",1,"pct_latinx"
"0.47",2,"pct_latinx"
"0.48",3,"pct_latinx"
"0.49",1,"pct_latinx"
"0.5",1,"pct_latinx"
"0.51",2,"pct_latinx"
"0.54",2,"pct_latinx"
"0.56",1,"pct_latinx"
"0.57",1,"pct_latinx"
"0.58",2,"pct_latinx"
"0.6",1,"pct_latinx"
"0.61",1,"pct_latinx"
"0.62",1,"pct_latinx"
"0.63",1,"pct_latinx"
"0.64",1,"pct_latinx"
"0.65",1,"pct_latinx"
"0.66",1,"pct_latinx"
"0.67",1,"pct_latinx"
"0.68",1,"pct_latinx"
"0.69",1,"pct_latinx"
"0.7",1,"pct_latinx"
"0.71",1,"pct_latinx"
"0.72",1,"pct_latinx"
"0.74",1,"pct_latinx"
"0.75",1,"pct_latinx"
"0.76",2,"pct_latinx"
"0.8",1,"pct_latinx"
"0.81",1,"pct_latinx"
"0.84",1,"pct_latinx"
"0.85",1,"pct_latinx"
"0.88",1,"pct_latinx"
"0.9",1,"pct_latinx"
"0.92",1,"pct_latinx"
"0.95",1,"pct_latinx"
"0.98",1,"pct_latinx"
"1",1,"pct_latinx"
"0",150,"pct_nhpi"
"0.01",26,"pct_nhpi"
"0.02",2,"pct_nhpi"
"0.03",3,"pct_nhpi"
"0.11",1,"pct_nhpi"
"0.15",1,"pct_nhpi"
"0.79",1,"pct_nhpi"
"0",15,"pct_white"
"0.01",7,"pct_white"
"0.02",4,"pct_white"
"0.03",5,"pct_white"
"0.04",5,"pct_white"
"0.05",3,"pct_white"
"0.06",3,"pct_white"
"0.07",4,"pct_white"
"0.08",1,"pct_white"
"0.09",2,"pct_white"
"0.1",4,"pct_white"
"0.11",1,"pct_white"
"0.12",1,"pct_white"
"0.14",2,"pct_white"
"0.15",1,"pct_white"
"0.16",1,"pct_white"
"0.17",3,"pct_white"
"0.18",2,"pct_white"
"0.2",3,"pct_white"
"0.21",1,"pct_white"
"0.22",2,"pct_white"
"0.24",1,"pct_white"
"0.25",2,"pct_white"
"0.26",1,"pct_white"
"0.27",3,"pct_white"
"0.28",2,"pct_white"
"0.29",2,"pct_white"
"0.3",2,"pct_white"
"0.32",2,"pct_white"
"0.33",2,"pct_white"
"0.34",1,"pct_white"
"0.35",3,"pct_white"
"0.36",3,"pct_white"
"0.37",3,"pct_white"
"0.39",1,"pct_white"
"0.4",4,"pct_white"
"0.42",1,"pct_white"
"0.43",2,"pct_white"
"0.45",3,"pct_white"
"0.46",2,"pct_white"
"0.47",2,"pct_white"
"0.48",2,"pct_white"
"0.5",4,"pct_white"
"0.51",1,"pct_white"
"0.52",1,"pct_white"
"0.55",3,"pct_white"
"0.56",1,"pct_white"
"0.57",1,"pct_white"
"0.59",3,"pct_white"
"0.6",1,"pct_white"
"0.61",1,"pct_white"
"0.62",2,"pct_white"
"0.63",1,"pct_white"
"0.65",1,"pct_white"
"0.66",1,"pct_white"
"0.67",2,"pct_white"
"0.68",2,"pct_white"
"0.69",1,"pct_white"
"0.71",1,"pct_white"
"0.72",1,"pct_white"
"0.74",1,"pct_white"
"0.75",2,"pct_white"
"0.76",5,"pct_white"
"0.78",1,"pct_white"
"0.79",1,"pct_white"
"0.8",6,"pct_white"
"0.81",2,"pct_white"
"0.83",3,"pct_white"
"0.85",2,"pct_white"
"0.87",2,"pct_white"
"0.88",1,"pct_white"
"0.9",1,"pct_white"
"0.91",2,"pct_white"
"0.92",3,"pct_white"
"0.93",1,"pct_white"
"0.95",2,"pct_white"
"0.96",1,"pct_white"
"0.97",1,"pct_white"
"0.98",1,"pct_white"
"0.99",1,"pct_white"
"1",3,"pct_white"
"0",37,"pct_multiple"
"0.01",14,"pct_multiple"
"0.02",10,"pct_multiple"
"0.03",22,"pct_multiple"
"0.04",17,"pct_multiple"
"0.05",15,"pct_multiple"
"0.06",7,"pct_multiple"
"0.07",12,"pct_multiple"
"0.08",6,"pct_multiple"
"0.09",4,"pct_multiple"
"0.1",5,"pct_multiple"
"0.11",6,"pct_multiple"
"0.12",3,"pct_multiple"
"0.13",1,"pct_multiple"
"0.14",2,"pct_multiple"
"0.15",4,"pct_multiple"
"0.16",1,"pct_multiple"
"0.18",3,"pct_multiple"
"0.2",7,"pct_multiple"
"0.22",1,"pct_multiple"
"0.24",1,"pct_multiple"
"0.25",3,"pct_multiple"
"0.27",1,"pct_multiple"
"0.29",1,"pct_multiple"
"0.38",1,"pct_multiple"
"0",3,"pct_bipoc"
"0.01",1,"pct_bipoc"
"0.02",1,"pct_bipoc"
"0.03",1,"pct_bipoc"
"0.04",1,"pct_bipoc"
"0.05",2,"pct_bipoc"
"0.07",1,"pct_bipoc"
"0.08",3,"pct_bipoc"
"0.09",2,"pct_bipoc"
"0.1",1,"pct_bipoc"
"0.12",1,"pct_bipoc"
"0.13",2,"pct_bipoc"
"0.15",2,"pct_bipoc"
"0.17",3,"pct_bipoc"
"0.19",2,"pct_bipoc"
"0.2",6,"pct_bipoc"
"0.21",1,"pct_bipoc"
"0.22",1,"pct_bipoc"
"0.24",5,"pct_bipoc"
"0.25",2,"pct_bipoc"
"0.26",1,"pct_bipoc"
"0.28",1,"pct_bipoc"
"0.29",1,"pct_bipoc"
"0.31",1,"pct_bipoc"
"0.32",2,"pct_bipoc"
"0.33",2,"pct_bipoc"
"0.34",1,"pct_bipoc"
"0.35",1,"pct_bipoc"
"0.37",1,"pct_bipoc"
"0.38",2,"pct_bipoc"
"0.39",1,"pct_bipoc"
"0.4",1,"pct_bipoc"
"0.41",3,"pct_bipoc"
"0.43",1,"pct_bipoc"
"0.44",1,"pct_bipoc"
"0.45",3,"pct_bipoc"
"0.48",1,"pct_bipoc"
"0.49",1,"pct_bipoc"
"0.5",4,"pct_bipoc"
"0.52",2,"pct_bipoc"
"0.53",2,"pct_bipoc"
"0.54",2,"pct_bipoc"
"0.55",3,"pct_bipoc"
"0.57",2,"pct_bipoc"
"0.58",1,"pct_bipoc"
"0.6",4,"pct_bipoc"
"0.61",1,"pct_bipoc"
"0.63",3,"pct_bipoc"
"0.64",3,"pct_bipoc"
"0.65",3,"pct_bipoc"
"0.66",1,"pct_bipoc"
"0.67",2,"pct_bipoc"
"0.68",2,"pct_bipoc"
"0.7",2,"pct_bipoc"
"0.71",2,"pct_bipoc"
"0.72",2,"pct_bipoc"
"0.73",3,"pct_bipoc"
"0.74",1,"pct_bipoc"
"0.75",2,"pct_bipoc"
"0.76",1,"pct_bipoc"
"0.78",2,"pct_bipoc"
"0.79",1,"pct_bipoc"
"0.8",3,"pct_bipoc"
"0.82",2,"pct_bipoc"
"0.83",3,"pct_bipoc"
"0.84",1,"pct_bipoc"
"0.85",1,"pct_bipoc"
"0.86",2,"pct_bipoc"
"0.88",1,"pct_bipoc"
"0.89",1,"pct_bipoc"
"0.9",4,"pct_bipoc"
"0.91",2,"pct_bipoc"
"0.92",1,"pct_bipoc"
"0.93",4,"pct_bipoc"
"0.94",3,"pct_bipoc"
"0.95",3,"pct_bipoc"
"0.96",5,"pct_bipoc"
"0.97",5,"pct_bipoc"
"0.98",4,"pct_bipoc"
"0.99",7,"pct_bipoc"
"1",15,"pct_bipoc"
"0",27,"pct_ell"
"0.01",26,"pct_ell"
"0.02",15,"pct_ell"
"0.03",12,"pct_ell"
"0.04",9,"pct_ell"
"0.05",7,"pct_ell"
"0.06",2,"pct_ell"
"0.07",3,"pct_ell"
"0.08",6,"pct_ell"
"0.09",2,"pct_ell"
"0.1",5,"pct_ell"
"0.11",2,"pct_ell"
"0.12",3,"pct_ell"
"0.14",2,"pct_ell"
"0.15",7,"pct_ell"
"0.16",3,"pct_ell"
"0.17",4,"pct_ell"
"0.18",3,"pct_ell"
"0.19",2,"pct_ell"
"0.2",5,"pct_ell"
"0.21",2,"pct_ell"
"0.22",1,"pct_ell"
"0.24",2,"pct_ell"
"0.26",3,"pct_ell"
"0.27",1,"pct_ell"
"0.28",1,"pct_ell"
"0.3",4,"pct_ell"
"0.37",1,"pct_ell"
"0.39",1,"pct_ell"
"0.41",1,"pct_ell"
"0.45",2,"pct_ell"
"0.48",2,"pct_ell"
"0.5",1,"pct_ell"
"0.56",1,"pct_ell"
"0.57",1,"pct_ell"
"0.75",1,"pct_ell"
"0.82",1,"pct_ell"
"0.94",1,"pct_ell"
"0.95",1,"pct_ell"
"1",6,"pct_ell"
"0",3,"pct_frpl"
"0.06",1,"pct_frpl"
"0.07",2,"pct_frpl"
"0.08",2,"pct_frpl"
"0.1",3,"pct_frpl"
"0.11",3,"pct_frpl"
"0.12",1,"pct_frpl"
"0.15",3,"pct_frpl"
"0.17",4,"pct_frpl"
"0.18",1,"pct_frpl"
"0.19",1,"pct_frpl"
"0.2",6,"pct_frpl"
"0.22",1,"pct_frpl"
"0.23",1,"pct_frpl"
"0.25",1,"pct_frpl"
"0.26",2,"pct_frpl"
"0.27",3,"pct_frpl"
"0.3",7,"pct_frpl"
"0.31",2,"pct_frpl"
"0.32",1,"pct_frpl"
"0.33",4,"pct_frpl"
"0.34",1,"pct_frpl"
"0.35",1,"pct_frpl"
"0.37",2,"pct_frpl"
"0.38",2,"pct_frpl"
"0.39",1,"pct_frpl"
"0.4",4,"pct_frpl"
"0.41",1,"pct_frpl"
"0.42",1,"pct_frpl"
"0.44",2,"pct_frpl"
"0.45",1,"pct_frpl"
"0.46",2,"pct_frpl"
"0.47",2,"pct_frpl"
"0.48",4,"pct_frpl"
"0.5",5,"pct_frpl"
"0.52",2,"pct_frpl"
"0.53",1,"pct_frpl"
"0.54",4,"pct_frpl"
"0.56",2,"pct_frpl"
"0.57",1,"pct_frpl"
"0.58",2,"pct_frpl"
"0.6",5,"pct_frpl"
"0.61",1,"pct_frpl"
"0.65",6,"pct_frpl"
"0.66",2,"pct_frpl"
"0.68",1,"pct_frpl"
"0.7",3,"pct_frpl"
"0.71",2,"pct_frpl"
"0.72",2,"pct_frpl"
"0.73",1,"pct_frpl"
"0.74",2,"pct_frpl"
"0.75",1,"pct_frpl"
"0.77",1,"pct_frpl"
"0.79",2,"pct_frpl"
"0.8",8,"pct_frpl"
"0.81",1,"pct_frpl"
"0.82",1,"pct_frpl"
"0.83",3,"pct_frpl"
"0.84",2,"pct_frpl"
"0.85",2,"pct_frpl"
"0.86",3,"pct_frpl"
"0.87",1,"pct_frpl"
"0.89",1,"pct_frpl"
"0.9",3,"pct_frpl"
"0.91",1,"pct_frpl"
"0.92",3,"pct_frpl"
"0.94",1,"pct_frpl"
"0.95",3,"pct_frpl"
"0.96",1,"pct_frpl"
"0.97",2,"pct_frpl"
"0.98",2,"pct_frpl"
"0.99",3,"pct_frpl"
"1",15,"pct_frpl"
"0",5,"pct_swd"
"0.01",1,"pct_swd"
"0.02",3,"pct_swd"
"0.03",1,"pct_swd"
"0.04",1,"pct_swd"
"0.05",3,"pct_swd"
"0.06",2,"pct_swd"
"0.07",3,"pct_swd"
"0.08",1,"pct_swd"
"0.09",5,"pct_swd"
"0.1",10,"pct_swd"
"0.11",7,"pct_swd"
"0.12",4,"pct_swd"
"0.13",11,"pct_swd"
"0.14",7,"pct_swd"
"0.15",9,"pct_swd"
"0.16",4,"pct_swd"
"0.17",6,"pct_swd"
"0.18",6,"pct_swd"
"0.19",7,"pct_swd"
"0.2",9,"pct_swd"
"0.21",4,"pct_swd"
"0.22",3,"pct_swd"
"0.23",1,"pct_swd"
"0.24",7,"pct_swd"
"0.25",6,"pct_swd"
"0.26",5,"pct_swd"
"0.27",1,"pct_swd"
"0.28",3,"pct_swd"
"0.29",2,"pct_swd"
"0.3",7,"pct_swd"
"0.32",2,"pct_swd"
"0.33",3,"pct_swd"
"0.34",1,"pct_swd"
"0.35",3,"pct_swd"
"0.36",2,"pct_swd"
"0.39",1,"pct_swd"
"0.4",6,"pct_swd"
"0.41",1,"pct_swd"
"0.42",2,"pct_swd"
"0.43",1,"pct_swd"
"0.45",1,"pct_swd"
"0.48",2,"pct_swd"
"0.49",1,"pct_swd"
"0.5",1,"pct_swd"
"0.54",1,"pct_swd"
"0.55",3,"pct_swd"
"0.64",1,"pct_swd"
"0.65",1,"pct_swd"
"0.7",1,"pct_swd"
"0.75",2,"pct_swd"
"0.9",1,"pct_swd"
"1",3,"pct_swd"
"0",75,"focus_bipoc"
